InternalProjectID,AverageCount,AverageForecast,Error,PercentError,AbsPE,Func_Class,Forecast_Method,Diff_Year,UnifiedImprovementType
83489,73371,72520,-851,-1.173469388,1.173469388,1,6,3,1
83500,128265,135067,6802,5.036019161,5.036019161,1,6,4,1
83540,2010,2647,637,24.06497922,24.06497922,5,6,5,1
83548,24000,26971,2971,11.0155352,11.0155352,3,6,6,1
83555,15530,15940,410,2.572145546,2.572145546,3,6,4,1
83560,21575,25114.33333,3539.333333,14.09288189,14.09288189,4,6,1,2
83571,25005,31058,6053,19.48934252,19.48934252,3,6,5,1
83620,51870,64368.25,12498.25,19.41679322,19.41679322,1,6,1,1
83621,6000,8600,2600,30.23255814,30.23255814,4,6,2,1
83652,2050,2175,125,5.747126437,5.747126437,5,6,2,1
83653,12310,12015.5,-294.5,-2.451000791,2.451000791,3,6,1,1
83655,3550,3549,-1,-0.028176951,0.028176951,3,6,1,1
83663,53400,53401.66667,1.666666667,0.003121001,0.003121001,1,6,3,1
83667,3855,4720.75,865.75,18.33924694,18.33924694,4.5,6,3,1
83709,2510,3800,1290,33.94736842,33.94736842,5,6,2,3
83827,1190,930,-260,-27.95698925,27.95698925,5,6,2,3
83883,116762,117200,438,0.373720137,0.373720137,1.6,6,1,3
83901,62680,68760,6080,8.842350204,8.842350204,1,6,1,1
83907,720,826.6666667,106.6666667,12.90322581,12.90322581,6,6,4,1
83923,1840,1836,-4,-0.217864924,0.217864924,5,6,2,1
83964,72930,84068,11138,13.24879859,13.24879859,1,6,3,1
83965,59640,64360.83333,4720.83333,7.334947492,7.334947492,1,6,1,1
84096,141060,161933.5,20873.5,12.89016788,12.89016788,1,6,1,1
84280,6325,8574.5,2249.5,26.23476588,26.23476588,4,6,2,1
84353,6000,6672,672,10.07194245,10.07194245,4,6,1,1
84425,119783.3333,131093.6667,11310.33333,8.627673343,8.627673343,1,6,3,2
84435,8985,9701.75,716.75,7.3878424,7.3878424,4,6,2,1
84483,121010,139230,18220,13.08626015,13.08626015,1,6,2,1
84497,141576.6667,165091.5,23514.83333,14.24351546,14.24351546,1,6,2,1
84506,100530,122976.6667,22446.66667,18.25278508,18.25278508,1,6,4,2
84521,4016.25,4564.166667,547.9166667,12.00474713,12.00474713,4.75,6,2,1
84527,12802,13330,528,3.960990248,3.960990248,4,6,2,1
84555,22240,19400,-2840,-14.63917526,14.63917526,3,6,2,1
84556,15080,18350,3270,17.82016349,17.82016349,3,6,5,1
84557,27620,32912.75,5292.75,16.08115396,16.08115396,2.25,6,4,2
84604,2180,2290,110,4.80349345,4.80349345,5,6,0,1
84629,62090,63820,1730,2.710748982,2.710748982,1,6,5,1
84699,28735,28204.6875,-530.3125,-1.880228242,1.880228242,2.5,6,5,2
84700,28023.33333,27196.94444,-826.3888889,-3.038535783,3.038535783,3.222222222,6,5,2
84749,370,522,152,29.11877395,29.11877395,6,6,2,1
84750,8060,7600,-460,-6.052631579,6.052631579,3,6,0,3
84778,2360,2530,170,6.719367589,6.719367589,5,6,2,1
84964,8800,4030,-4770,-118.3622829,118.3622829,4,6,5,1
85052,6541.5,6027.5,-514,-8.527581916,8.527581916,3,6,2,1
85114,45330,54596.33334,9266.333335,16.97244626,16.97244626,1,6,2,1
85121,16968,17765.6,797.6,4.489575359,4.489575359,4,6,0,1
85162,23993,25891.2,1898.2,7.331448523,7.331448523,2.8,6,5,1
85200,5093.333333,4696,-397.3333333,-8.461101647,8.461101647,5,6,2,1
85201,14885,12046,-2839,-23.56798937,23.56798937,3,6,2,1
85206,81565,89804,8239,9.174424302,9.174424302,2,6,1,1
85220,60970,62282,1312,2.106547638,2.106547638,1,6,2,1
85240,59911.33333,62041,2129.666667,3.432676241,3.432676241,1,6,1,1
85276,58830,58650,-180,-0.306905371,0.306905371,1,6,1,1
85296,13100,11638,-1462,-12.56229593,12.56229593,3,6,4,1
85331,960,832,-128,-15.38461538,15.38461538,6,6,1,1
85347,96110,107450,11340,10.55374593,10.55374593,1,6,0,1
85894,3260,3606,346,9.595119246,9.595119246,5,6,5,1
86215,119000,148840,29840,20.04837409,20.04837409,1,6,1,1
86254,12280,12280,0,0,0,4,6,0,1
86367,10520,9630.8,-889.2,-9.23287785,9.23287785,3,6,2,1
86369,3607.5,4357.5,750,17.21170396,17.21170396,3.5,6,1,1
86653,38826.66667,29892.22222,-8934.444447,-29.88885999,29.88885999,1.666666667,6,1,1
86712,1310,1224,-86,-7.026143791,7.026143791,5,6,2,1
86718,4075,4041.666667,-33.3333335,-0.824742272,0.824742272,4.5,6,2,1
86721,1500,1498.333334,-1.6666665,-0.111234694,0.111234694,5,6,2,1
86724,1050,1050,0,0,0,5,6,2,1
86769,2990,2990,0,0,0,3,6,0,1
86794,22023.33333,21036.66667,-986.6666667,-4.690223419,4.690223419,3.666666667,6,2,1
86797,19060,22547.5,3487.5,15.46734671,15.46734671,3,6,5,1
86816,3806.666667,3807.222222,0.555555667,0.014592152,0.014592152,3,6,1,1
86824,88165,86382,-1783,-2.064087426,2.064087426,1,6,5,1
86867,17780,15110,-2670,-17.67041694,17.67041694,4,6,2,1
86920,24645,25848,1203,4.654131848,4.654131848,3,6,6,1
86944,1846,2190,344,15.70776256,15.70776256,5,6,3,1
86979,114580,111862,-2718,-2.42977955,2.42977955,1,6,5,1
87025,13053.33333,13166.66667,113.3333333,0.860759494,0.860759494,1,6,0,1
87093,6818,7596.25,778.25,10.24518677,10.24518677,5,6,2,1
87130,34930,36190,1260,3.481624758,3.481624758,1,6,2,1
87206,1840,1836,-4,-0.217864924,0.217864924,5,6,2,1
87230,1520,1646.5,126.5,7.682963863,7.682963863,5,6,4,1
87349,70890,75090,4200,5.593288054,5.593288054,1,6,0,1
87437,4970,4478,-492,-10.98704779,10.98704779,4,6,3,1
87441,2230,2237,7,0.312919088,0.312919088,5,6,3,1
87525,14950,16730.5,1780.5,10.64224022,10.64224022,3,6,1,1
87762,15360,16548,1188,7.179115301,7.179115301,4,6,4,1
87920,47672,48284,612,1.267500621,1.267500621,1,6,2,1
87941,77380,77379,-1,-0.00129234,0.00129234,1,6,5,1
87943,82670,97721,15051,15.40201185,15.40201185,1,6,5,1
88004,8380,9934.5,1554.5,15.64749107,15.64749107,4,6,2,1
88049,9964.545455,9712.545455,-252,-2.594582452,2.594582452,3.181818182,6,1,1
88085,67100,67339,239,0.354920625,0.354920625,1,6,5,1
88346,12090,12735.5,645.5,5.068509285,5.068509285,3,6,1,1
88393,11860,13100,1240,9.465648855,9.465648855,3.5,6,4,1
88407,22319.04762,19672.85714,-2646.190476,-13.45097185,13.45097185,2.714285714,6,5,3
88547,76020,86093.5,10073.5,11.70065104,11.70065104,1,6,1,1
88591,107760,120850,13090,10.83160943,10.83160943,1,6,2,1
8864,23500,29200,5700,19.52054795,19.52054795,8,5,5,1
8865,23000,29100,6100,20.96219931,20.96219931,8,5,4,3
88655,9950,9450,-500,-5.291005291,5.291005291,3,6,1,1
8866,19800,24100,4300,17.84232365,17.84232365,8,5,3,3
88662,5930,6420,490,7.632398754,7.632398754,4,6,1,1
8867,41000,47700,6700,14.04612159,14.04612159,8,5,5,1
8868,16600,30100,13500,44.85049834,44.85049834,8,4,5,1
88682,1050,1045,-5,-0.4784689,0.4784689,5,6,2,1
8869,33000,39200,6200,15.81632653,15.81632653,8,5,4,1
8870,23000,30300,7300,24.09240924,24.09240924,8,5,4,1
8871,41000,37400,-3600,-9.625668449,9.625668449,8,5,4,3
8872,24500,25500,1000,3.921568627,3.921568627,8,5,4,3
8873,15100,23900,8800,36.82008368,36.82008368,8,5,4,3
88739,11560,15099.78571,3539.785714,23.44262218,23.44262218,3,6,4,1
8874,9000,15600,6600,42.30769231,42.30769231,8,5,5,1
8875,50500,61700,11200,18.15235008,18.15235008,8,5,3,1
88754,23210,23216,6,0.025844245,0.025844245,3,6,2,1
88759,920,1800,880,48.88888889,48.88888889,5,6,1,3
8876,3300,3700,400,10.81081081,10.81081081,8,5,5,3
88768,2370,2300,-70,-3.043478261,3.043478261,5,6,0,3
8877,41000,42900,1900,4.428904429,4.428904429,8,4,3,3
88771,42120,42115,-5,-0.011872255,0.011872255,1,6,5,1
88775,11440,19860,8420,42.39677744,42.39677744,3,6,6,1
8878,17100,22400,5300,23.66071429,23.66071429,8,5,2,1
8879,17900,18800,900,4.787234043,4.787234043,8,5,2,1
8880,17200,16400,-800,-4.87804878,4.87804878,8,5,2,1
8881,14100,15400,1300,8.441558442,8.441558442,8,5,2,1
88815,2120,2160,40,1.851851852,1.851851852,5,6,3,1
8882,40000,36500,-3500,-9.589041096,9.589041096,8,5,4,1
8883,5900,9900,4000,40.4040404,40.4040404,8,5,4,1
8884,17300,14600,-2700,-18.49315068,18.49315068,8,5,5,1
8885,22000,23300,1300,5.579399142,5.579399142,8,5,5,1
88859,7400,7410,10,0.134952767,0.134952767,5,6,4,1
8886,7000,9500,2500,26.31578947,26.31578947,8,5,4,1
8887,5900,7600,1700,22.36842105,22.36842105,8,5,4,3
8888,10600,14600,4000,27.39726027,27.39726027,8,5,4,3
8889,8200,9400,1200,12.76595745,12.76595745,8,5,2,1
8890,5100,5800,700,12.06896552,12.06896552,8,5,1,1
8891,16100,30800,14700,47.72727273,47.72727273,8,5,5,1
8892,51515,31100,-20415,-65.64308682,65.64308682,8,5,3,1
8893,20400,30100,9700,32.22591362,32.22591362,8,4,5,1
8894,19200,25400,6200,24.40944882,24.40944882,8,4,5,3
8895,19500,33100,13600,41.08761329,41.08761329,8,5,6,1
8896,21000,25300,4300,16.99604743,16.99604743,8,2,4,3
8897,42000,50500,8500,16.83168317,16.83168317,8,5,6,1
8898,22000,23400,1400,5.982905983,5.982905983,8,5,3,1
8899,22000,27400,5400,19.7080292,19.7080292,8,5,3,1
8900,28000,33300,5300,15.91591592,15.91591592,8,5,4,1
8901,35000,39000,4000,10.25641026,10.25641026,8,5,4,1
8902,12900,22600,9700,42.92035398,42.92035398,8,5,6,1
8903,1650,2900,1250,43.10344828,43.10344828,8,5,3,1
8904,37000,43200,6200,14.35185185,14.35185185,8,5,5,1
8905,39500,45300,5800,12.80353201,12.80353201,8,5,1,1
8906,34000,34900,900,2.578796562,2.578796562,8,5,4,3
8907,19500,31900,12400,38.87147335,38.87147335,8,5,6,1
8908,23500,31500,8000,25.3968254,25.3968254,8,5,3,3
8909,7100,17200,10100,58.72093023,58.72093023,8,5,6,1
8910,17100,25100,8000,31.87250996,31.87250996,8,5,6,1
8911,11200,19700,8500,43.14720812,43.14720812,8,5,6,1
8912,31500,42000,10500,25,25,8,4,4,1
8913,46000,56300,10300,18.29484902,18.29484902,8,5,4,1
8914,45500,51800,6300,12.16216216,12.16216216,8,5,4,1
8915,23500,31700,8200,25.86750789,25.86750789,8,4,4,1
8916,50000,48900,-1100,-2.249488753,2.249488753,8,4,3,1
8917,14600,21500,6900,32.09302326,32.09302326,8,5,4,1
89171,16360,17163,803,4.67866923,4.67866923,1,6,2,1
8918,40000,47000,7000,14.89361702,14.89361702,8,4,5,1
8919,17300,20100,2800,13.93034826,13.93034826,8,1,3,1
89193,5810,5808,-2,-0.034435262,0.034435262,5,6,4,1
8920,44500,51000,6500,12.74509804,12.74509804,8,1,4,1
8921,63000,72000,9000,12.5,12.5,8,4,4,3
8922,46000,50400,4400,8.73015873,8.73015873,8,4,4,3
8923,36500,41500,5000,12.04819277,12.04819277,8,4,4,3
89230,14040,12624,-1416,-11.21673004,11.21673004,3,6,4,1
8924,22200,27300,5100,18.68131868,18.68131868,8,4,4,3
8925,48500,56100,7600,13.54723708,13.54723708,8,4,2,3
8926,78000,74000,-4000,-5.405405405,5.405405405,8,5,2,3
8927,49000,69500,20500,29.49640288,29.49640288,8,5,4,1
8928,36500,43500,7000,16.09195402,16.09195402,8,5,3,3
8929,37500,38800,1300,3.350515464,3.350515464,8,5,5,3
8930,28000,39500,11500,29.11392405,29.11392405,8,5,2,3
8931,50000,55000,5000,9.090909091,9.090909091,8,5,3,3
8932,54500,56300,1800,3.197158082,3.197158082,8,5,3,3
8933,36500,43000,6500,15.11627907,15.11627907,8,5,3,3
8934,50500,53800,3300,6.133828996,6.133828996,8,5,2,3
8935,173372,197400,24028,12.17223911,12.17223911,8,5,0,3
8936,47500,53500,6000,11.21495327,11.21495327,8,5,3,3
8937,181062,196600,15538,7.90335707,7.90335707,8,5,3,3
8938,28500,44100,15600,35.37414966,35.37414966,8,1,4,3
8939,41500,42000,500,1.19047619,1.19047619,8,1,5,3
8940,25500,25000,-500,-2,2,8,1,3,3
8941,11900,16200,4300,26.54320988,26.54320988,8,1,4,3
8942,5100,4200,-900,-21.42857143,21.42857143,8,4,3,1
8943,38500,41600,3100,7.451923077,7.451923077,8,5,3,1
8944,37500,38000,500,1.315789474,1.315789474,8,5,3,1
8945,221000,230500,9500,4.121475054,4.121475054,8,6,4,3
8946,204150,209700,5550,2.646638054,2.646638054,8,6,4,3
8947,15500,15400,-100,-0.649350649,0.649350649,8,6,4,3
89470,2700,2686,-14,-0.521221147,0.521221147,3,6,3,2
8948,18000,13700,-4300,-31.38686131,31.38686131,8,5,4,1
8949,13500,14200,700,4.929577465,4.929577465,8,5,4,1
8950,14000,17900,3900,21.7877095,21.7877095,8,5,4,3
89505,22970,15230,-7740,-50.82074852,50.82074852,4,6,2,1
89506,6496,6496,0,0,0,3.8,6,2,1
8951,46000,51300,5300,10.33138402,10.33138402,8,5,2,1
8952,16000,18500,2500,13.51351351,13.51351351,8,5,2,1
8953,17000,20100,3100,15.42288557,15.42288557,8,5,2,1
8954,31500,37000,5500,14.86486486,14.86486486,8,1,4,1
8955,43000,43500,500,1.149425287,1.149425287,8,1,4,3
8956,2321,3100,779,25.12903226,25.12903226,8,5,3,1
8957,2321,14000,11679,83.42142857,83.42142857,8,5,3,1
8958,47000,45800,-1200,-2.620087336,2.620087336,8,5,4,3
8959,11000,12000,1000,8.333333333,8.333333333,8,5,2,1
8960,24000,25200,1200,4.761904762,4.761904762,8,5,2,1
8961,9800,12200,2400,19.67213115,19.67213115,8,5,2,1
8962,29000,35800,6800,18.99441341,18.99441341,8,5,4,3
8963,30000,36700,6700,18.25613079,18.25613079,8,5,4,3
8964,56500,54300,-2200,-4.051565378,4.051565378,8,5,2,3
8965,43000,51400,8400,16.34241245,16.34241245,8,5,2,3
8966,7300,9000,1700,18.88888889,18.88888889,8,5,1,1
8967,16800,20500,3700,18.04878049,18.04878049,8,5,3,1
8968,21500,29500,8000,27.11864407,27.11864407,8,5,3,1
8969,14400,11800,-2600,-22.03389831,22.03389831,8,1,4,1
8970,16900,13000,-3900,-30,30,8,5,4,3
8971,40500,41500,1000,2.409638554,2.409638554,8,5,3,1
8972,52000,60500,8500,14.04958678,14.04958678,8,5,3,1
8973,32500,30700,-1800,-5.863192182,5.863192182,8,5,4,3
8974,10000,11000,1000,9.090909091,9.090909091,8,5,4,3
8975,5299,8100,2801,34.58024691,34.58024691,8,5,4,3
8976,3300,6400,3100,48.4375,48.4375,8,5,4,3
8977,50500,53600,3100,5.78358209,5.78358209,8,5,3,1
8978,23500,26700,3200,11.98501873,11.98501873,8,4,3,1
8979,32500,33200,700,2.108433735,2.108433735,8,4,2,1
8980,10000,10800,800,7.407407407,7.407407407,8,4,2,1
8981,34500,30900,-3600,-11.65048544,11.65048544,8,4,3,1
8982,14500,16700,2200,13.17365269,13.17365269,8,4,3,1
8983,13500,16100,2600,16.14906832,16.14906832,8,4,3,1
8984,16500,16300,-200,-1.226993865,1.226993865,8,4,3,1
8985,14500,15800,1300,8.227848101,8.227848101,8,4,3,1
8986,30500,32200,1700,5.279503106,5.279503106,8,4,3,1
8987,51000,48600,-2400,-4.938271605,4.938271605,8,5,3,3
8988,29000,35300,6300,17.8470255,17.8470255,8,5,3,3
8989,3600,6700,3100,46.26865672,46.26865672,8,4,2,1
8990,9000,10500,1500,14.28571429,14.28571429,8,6,3,1
89905,24790,35375.83333,10585.83333,29.92391228,29.92391228,3,6,6,1
8991,9000,14500,5500,37.93103448,37.93103448,8,6,3,1
8992,19100,30300,11200,36.96369637,36.96369637,8,5,1,1
8993,75000,72200,-2800,-3.878116343,3.878116343,8,4,3,3
8994,59000,57900,-1100,-1.899827288,1.899827288,8,4,3,1
8995,57500,57700,200,0.346620451,0.346620451,8,2,2,1
8996,221000,231000,10000,4.329004329,4.329004329,8,4,2,3
8997,204150,210000,5850,2.785714286,2.785714286,8,4,2,3
8998,54500,52800,-1700,-3.21969697,3.21969697,8,4,2,1
8999,28000,33200,5200,15.6626506,15.6626506,8,4,2,1
9000,13000,12200,-800,-6.557377049,6.557377049,8,1,2,1
9001,7300,14800,7500,50.67567568,50.67567568,8,5,2,1
9002,9600,11200,1600,14.28571429,14.28571429,8,5,2,1
9003,7100,9300,2200,23.65591398,23.65591398,8,6,2,1
9004,45693,45400,-293,-0.645374449,0.645374449,8,5,1,1
9005,5400,5700,300,5.263157895,5.263157895,8,4,0,3
9006,22500,21900,-600,-2.739726027,2.739726027,8,5,1,1
90112,87560,107862,20302,18.82219874,18.82219874,1,6,5,1
90120,68640,68635,-5,-0.007284913,0.007284913,1,6,5,1
90351,9660,9656,-4,-0.041425021,0.041425021,4,6,2,1
90357,4060,3560,-500,-14.04494382,14.04494382,5,6,2,1
90359,960,1138,178,15.64147627,15.64147627,5,6,2,1
90423,9740,11000,1260,11.45454545,11.45454545,3,6,1,3
90434,11685,14340.83333,2655.833333,18.51937939,18.51937939,1.5,6,2,1
90540,2730,2600,-130,-5,5,3,6,1,3
90598,65750,65892,142,0.215504158,0.215504158,1,6,3,1
90726,36900,34033.5,-2866.5,-8.422583631,8.422583631,2,6,1,1
90771,22050,22057.5,7.5,0.03400204,0.03400204,3,6,2,1
90991,2205,2353.75,148.75,6.319702602,6.319702602,5,6,4,1
91451,2439,2808.333333,369.333333,13.1513353,13.1513353,3,6,2,3
91527,10641,11000,359,3.263636364,3.263636364,3,6,1,3
91544,13175,13576,401,2.953741897,2.953741897,3,6,1,1
91588,46120,49580,3460,6.978620411,6.978620411,1,6,1,1
91661,5812.5,6631.25,818.75,12.3468426,12.3468426,4.5,6,0,1
92023,7600,7592,-8,-0.105374078,0.105374078,3,6,4,1
92207,8050,7957,-93,-1.168782204,1.168782204,5,6,4,1
92262,4980,4980,0,0,0,4,6,2,1
92406,530,1700,1170,68.82352941,68.82352941,5,6,2,3
92552,34670,26956.5,-7713.5,-28.61461985,28.61461985,3,6,4,1
92576,65190,84839,19649,23.160339,23.160339,1,6,1.5,1
92647,13220,11514,-1706,-14.81674483,14.81674483,4,6,4,1
92691,2880,5849,2969,50.76081381,50.76081381,5,6,4,1
92730,70545,72785.75,2240.75,3.078555899,3.078555899,1,6,1,1
92917,12400,13000,600,4.615384615,4.615384615,5,6,2,3
93543,17580,16505,-1075,-6.513177825,6.513177825,4,6,2,1
93758,11710,9670,-2040,-21.09617373,21.09617373,4,6,2,1
94893,488,656.6666667,168.6666667,25.68527919,25.68527919,5,6,2,3
95064,32846,33825,979,2.894308943,2.894308943,3,6,1,3
95132,70105,123500,53395,43.23481781,43.23481781,1,6,1,3
97207,5850,6700,850,12.68656716,12.68656716,3,6,1,3
DEIS TH 610/TH 252,48125,26468.75,-21656.25,-81.81818182,81.81818182,8,1,19,3
FEIS I35E,47071.42857,29857.14286,-17214.28571,-57.65550239,57.65550239,8,1,24,3
FEIS New U.S. Hwy 10,31583.33333,25558.33333,-6025,-23.57352462,23.57352462,8,1,13,3
FEIS TH 3,15133.33333,10605,-4528.333333,-42.69998428,42.69998428,8,1,9.666666667,3
FEIS TH 77/I-494,53996.52778,61522.22222,7525.694444,12.23248149,12.23248149,8,1,10.5,3
FEIS US-12/I-394,37790,26253.55556,-11536.44444,-43.9424078,43.9424078,8,1,18,3
PSU 3203A,10530,4810,-5720,-118.9189189,118.9189189,8,1,20,3
PSU 3203B,12500,7451.666667,-5048.333333,-67.74770745,67.74770745,8,1,20,3
SPAR-202,32000,17000,-15000,-88.23529412,88.23529412,8,1,22,3
SPAR-202A,55967.74194,33658.06452,-22309.67742,-66.28330458,66.28330458,8,1,22,3
SPAR-208,15250,17194.44444,1944.444444,11.3085622,11.3085622,8,1,24,3
SPAR-208A,18400,16910,-1490,-8.811354228,8.811354228,8,1,23,3
SPAR-210,41500,28055,-13445,-47.92372126,47.92372126,8,1,25,3
SPAR-215,51071.42857,40060.71429,-11010.71429,-27.48506731,27.48506731,8,1,-1979,3
SPAR-220,12783.33333,10522.5,-2260.833333,-21.48570523,21.48570523,8,1,24,3
SPAR-224,34843.75,21400,-13443.75,-62.82126168,62.82126168,8,1,21,3
SPAR-227,66964.28571,41807.14286,-25157.14286,-60.17426961,60.17426961,8,1,23,3
SPAR-246,45750,17500,-28250,-161.4285714,161.4285714,8,1,23,3
SPARS 15,18750,20450,1700,8.312958435,8.312958435,8,1,15,3
SPARS 16,7312.5,11300,3987.5,35.28761062,35.28761062,8,1,15,3
SPARS 17,6422.222222,6611.111111,188.8888889,2.857142857,2.857142857,8,1,15,3
SPARS 18,9841.666667,14400,4558.333333,31.65509259,31.65509259,8,1,15,3
SPARS 19,16025,29850,13825,46.31490787,46.31490787,8,1,15,3
SPARS 2,10545.83333,16483.33333,5937.5,36.02123357,36.02123357,8,1,15,3
SPARS 2A,8915.625,15631.25,6715.625,42.96281487,42.96281487,8,1,15,3
SPARS 3,4327.5,7760,3432.5,44.23324742,44.23324742,8,1,15,3
SPARS 32,5983.333333,12566.66667,6583.333333,52.3872679,52.3872679,8,1,15,3
SPARS 33,31075,23365,-7710,-32.99807404,32.99807404,8,1,20,3
SPARS 37,21987.5,16825,-5162.5,-30.68350669,30.68350669,8,1,14,3
SPARS 4,16972.91667,24791.66667,7818.75,31.53781513,31.53781513,8,1,15,3
SPARS 45,20041.66667,17333.33333,-2708.333333,-15.625,15.625,8,1,14,3
SPARS 48,7566.666667,7466.666667,-100,-1.339285714,1.339285714,8,1,19,3
SPARS 49,15825,17900,2075,11.59217877,11.59217877,8,1,14,3
SPARS 53,21000,29170,8170,28.00822763,28.00822763,8,1,19,3
SPARS 60,11436.11111,19088.88889,7652.777778,40.09022119,40.09022119,8,1,14,3
SPARS 61,16203.9,18157.5,1953.6,10.75919042,10.75919042,8,1,9,3
SPARS 65,15840,18980,3140,16.54373024,16.54373024,8,1,14,3
SPARS 69,31240,27700,-3540,-12.77978339,12.77978339,8,1,14,3
SPARS 72,35792.85714,28742.85714,-7050,-24.527833,24.527833,8,1,14,3
SPARS 73,18600,19850,1250,6.297229219,6.297229219,8,1,13,3
SPARS 75,8428.333333,8950,521.6666667,5.82867784,5.82867784,8,1,13,3
SPARS 75A,3897.157895,9105.263158,5208.105263,57.19884393,57.19884393,8,1,11,3
SPARS 77,1158.333333,3210,2051.666667,63.91484943,63.91484943,8,1,20,3
SPARS 78,9287.5,41400,32112.5,77.56642512,77.56642512,8,1,13,3
TA-M207A,24250,17000,-7250,-42.64705882,42.64705882,8,1,25,3
TA-M238,81323.52941,53747.05882,-27576.47059,-51.3078691,51.3078691,8,1,21,3
TA-M240,6212.5,5262.5,-950,-18.05225653,18.05225653,8,1,20,3
TA-M242,8035.454545,9440.909091,1405.454545,14.88685604,14.88685604,8,1,25,3
TA-M245,3678.571429,5157.142857,1478.571429,28.67036011,28.67036011,8,1,23,3
TA-M253,18166.66667,9705.833333,-8460.833333,-87.17266249,87.17266249,8,1,20,3
TA-M253 Distributor Addendum,6100,4904,-1196,-24.38825449,24.38825449,8,1,18,3
TA-M255A,19000,21509.67742,2509.677419,11.66766647,11.66766647,8,1,22,3
TA-M286,25925,20312.5,-5612.5,-27.63076923,27.63076923,8,1,24,3
TA-M289A,28958.33333,17816.66667,-11141.66667,-62.53507951,62.53507951,8,1,22,3
TA-M292,55178,35490,-19688,-55.47478163,55.47478163,8,1,17,3
TA-M296A,35833.33333,30141.66667,-5691.666667,-18.88305225,18.88305225,8,1,23,3
TA-M298,7775,6233.333333,-1541.666667,-24.73262032,24.73262032,8,1,10.66666667,3
TA-M299,24200,27060.75,2860.75,10.57158431,10.57158431,8,1,25,3
TA-M300,8285.714286,4732.142857,-3553.571429,-75.09433962,75.09433962,8,1,25,3
TA-M301,13100,8380,-4720,-56.32458234,56.32458234,8,1,25,3
TA-M302,13428.57143,22212.14286,8783.571429,39.54400746,39.54400746,8,1,22,3
TA-M304,50833.33333,44958.33333,-5875,-13.06765524,13.06765524,8,1,24,3
TA-M307,52518.51852,30651.85185,-21866.66667,-71.33881102,71.33881102,8,1,2000,3
TA-M308,16285.71429,10185.71429,-6100,-59.88779804,59.88779804,8,1,16,3
TA-M309,22545.45455,19772.72727,-2772.727273,-14.02298851,14.02298851,8,1,2000,3
TA-M311,4633.333333,7016.666667,2383.333333,33.96674584,33.96674584,8,1,16,3
TA-M326,3721.875,2518.75,-1203.125,-47.76674938,47.76674938,8,1,15,3
TA-M329,23078.125,22896.875,-181.25,-0.791592739,0.791592739,8,1,15,3
TA-M335,7850,3600,-4250,-118.0555556,118.0555556,8,1,18,3
TA-M336,56038.46154,39103.84615,-16934.61538,-43.30677683,43.30677683,8,1,15,3
TA-M337,29575,28906.25,-668.75,-2.313513514,2.313513514,8,1,14,3
TA-M343,7430,9020,1590,17.62749446,17.62749446,8,1,14,3
TA-M345,16462.12121,18783.33333,2321.212121,12.35782851,12.35782851,8,1,14,3
TA-M346,11392.85714,10112.5,-1280.357143,-12.66113367,12.66113367,8,1,14,3
TA-M358,39166.66667,32308.33333,-6858.333333,-21.22775342,21.22775342,8,1,13,3
TA-M372B,8190.909091,8659.090909,468.1818182,5.406824147,5.406824147,8,1,19,3
TAS 3065A-14,27821.875,27075,-746.875,-2.75854109,2.75854109,8,1,16,3
TAS 3066A-14,42871.42857,47985.71429,5114.285714,10.65793391,10.65793391,8,1,16,3
TAS 3074B,11041.66667,17039.16667,5997.5,35.1983176,35.1983176,8,1,23,3
TAS 3074C-14,9750,9100,-650,-7.142857143,7.142857143,8,1,17,3
TAS 3080,14487.5,15500,1012.5,6.532258065,6.532258065,8,1,19,3
TAS 3081,11260,12480,1220,9.775641026,9.775641026,8,1,18,3
TAS 3081A-14,16750,13400,-3350,-25,25,8,1,22,3
TAS3081B-14,17200,14580,-2620,-17.96982167,17.96982167,8,1,21,3
TAS3082-14,27346.875,37350,10003.125,26.78212851,26.78212851,8,1,17,3
TAS3084-14,18791.66667,14200,-4591.666667,-32.33568075,32.33568075,8,1,17,3
TAS3085-14,7778.571429,6300,-1478.571429,-23.46938776,23.46938776,8,1,17,3
TAU 3061A,18650,16720,-1930,-11.5430622,11.5430622,8,1,21,3
TAU 3065,12257.69231,8262.384615,-3995.307692,-48.3553826,48.3553826,8,1,20,3
TAU 3069,56762.5,53768.5,-2994,-5.568316021,5.568316021,8,1,20,3
TAU 3073,11831.25,13225,1393.75,10.53875236,10.53875236,8,1,21,3
TAU 3073A,6605.555556,6366.666667,-238.8888889,-3.752181501,3.752181501,8,1,19,3
TAU 3074,3250,6405,3155,49.25839188,49.25839188,8,1,22,3
TAU 3074A,11383.33333,10741.66667,-641.6666667,-5.973622964,5.973622964,8,1,23,3
TAU 3075,6000,2600,-3400,-130.7692308,130.7692308,8,1,20,3
TAU 3076,8287.5,8495,207.5,2.442613302,2.442613302,8,1,16,3
TAU 3077,7150,2530,-4620,-182.6086957,182.6086957,8,1,20,3
TAU 3078,22625,20387.5,-2237.5,-10.97486205,10.97486205,8,1,21,3
TAU 3451A,22531.25,19275,-3256.25,-16.89364462,16.89364462,8,1,25,3
TAU 3451B,20700,15500,-5200,-33.5483871,33.5483871,8,1,25,3
TAU3204A,1656.25,882.5,-773.75,-87.67705382,87.67705382,8,1,24,3
X,7587.692308,7968.25641,380.5641025,4.776002214,4.776002214,4,6,1.769230769,1
