BriefDescription,Length_miles,FunctionalClass,ImprovementType,State,InternalProjectID,main_ProjectInformation_ProjectID,County,TollType,ForecastYear,TrafficForecast,ForecastYearType,YearForecastProduced,ForecastMethodology,SegmentDescription,main_TrafficForecast_ProjectID,SegmentID,Year_ofObservation,Count
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,0.200000003,,,28,PSU 3203A,28-8102-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Scott,1,1982,4545,,1962,1,", , , WB",8102,,1982,9400
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,5.010000229,,,28,PSU 3203A,28-8103-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Scott,1,1982,4635,,1962,1,", , , TH 101East Of SAR 13West Of SAR 19EB",8103,,1982,10850
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,5.010000229,,,28,PSU 3203A,28-8104-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Scott,1,1982,4635,,1962,1,", , , WB",8104,,1982,10850
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1.860000014,,,28,PSU 3203A,28-8105-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Scott,1,1982,4735,,1962,1,", , , TH 101East Of SAR 19West Of TH 13EB",8105,,1982,12450
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1.860000014,,,28,PSU 3203A,28-8106-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Scott,1,1982,4735,,1962,1,", , , WB",8106,,1982,12450
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,,,28,PSU 3203A,28-8107-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Dakota,1,1982,7295,,1962,1,", , , TH 101East Of TH 13West Of Township RoadEB",8107,,1982,14200
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,,,28,PSU 3203A,28-8108-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Dakota,1,1982,7295,,1962,1,", , , WB",8108,,1982,14200
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,0.25,,,28,PSU 3203A,28-8109-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Dakota,1,1982,2840,,1962,1,", , , TH 13South Of TH 101NB",8109,,1982,5750
TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,0.25,,,28,PSU 3203A,28-8110-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,Dakota,1,1982,2840,,1962,1,", , , SB",8110,,1982,5750
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.200000003,,,28,PSU 3203B,28-8111-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,4735,,1962,1,", , , TH101West Of TH 13EB",8111,,1982,12450
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.200000003,,,28,PSU 3203B,28-8112-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,4735,,1962,1,", , , WB",8112,,1982,12450
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.370000005,,,28,PSU 3203B,28-8113-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,7295,,1962,1,", , , TH13East Of TH 13West Of CSAH 31EB",8113,,1982,14200
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.370000005,,,28,PSU 3203B,28-8114-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,7295,,1962,1,", , , WB",8114,,1982,14200
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.220000029,,,28,PSU 3203B,28-8115-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,9525,,1962,1,", , , TH13East Of CSAH 31West OF CSAH 106EB",8115,,1982,14200
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.220000029,,,28,PSU 3203B,28-8116-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,9525,,1962,1,", , , WB",8116,,1982,14200
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.100000024,,,28,PSU 3203B,28-8117-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,9400,,1962,1,", , , TH13East Of CSAH 106West Of CSAH 17EB",8117,,1982,12900
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1.100000024,,,28,PSU 3203B,28-8118-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,9400,,1962,1,", , , WB",8118,,1982,12900
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.839999974,,,28,PSU 3203B,28-8119-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,10915,,1962,1,", , , TH13East Of CSAH 17West of I-35WEB",8119,,1982,15500
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.839999974,,,28,PSU 3203B,28-8120-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,10915,,1962,1,", , , WB",8120,,1982,15500
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.25,,,28,PSU 3203B,28-8121-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,2840,,1962,1,", , , TH 13South Of TH 101NB",8121,,1982,5750
TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,0.25,,,28,PSU 3203B,28-8122-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,Dakota,1,1982,2840,,1962,1,", , , SB",8122,,1982,5750
TH51 - TH36 to Hamline Avenue,0.270000011,,,28,TAS3081B-14,28-8123-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,19900,,1969,1,", , , TH 51South Of TH 36NB",8123,,1990,19000
TH51 - TH36 to Hamline Avenue,0.270000011,,,28,TAS3081B-14,28-8124-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,19900,,1969,1,", , , SB",8124,,1990,19000
TH51 - TH36 to Hamline Avenue,0.230000004,,,28,TAS3081B-14,28-8125-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,19300,,1969,1,", , , TH 51North Of TH 36South Of County Road B2NB",8125,,1990,19500
TH51 - TH36 to Hamline Avenue,0.230000004,,,28,TAS3081B-14,28-8126-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,19300,,1969,1,", , , SB",8126,,1990,19500
TH51 - TH36 to Hamline Avenue,0.519999981,,,28,TAS3081B-14,28-8127-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,13700,,1969,1,", , , TH 51North Of County Road B2South Of County Road CNB",8127,,1990,18000
TH51 - TH36 to Hamline Avenue,0.519999981,,,28,TAS3081B-14,28-8128-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,13700,,1969,1,", , , SB",8128,,1990,18000
TH51 - TH36 to Hamline Avenue,1.230000019,,,28,TAS3081B-14,28-8129-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,9500,,1969,1,", , , TH 51North Of County Road C2South Of Hamline AvenueNB",8129,,1990,14750
TH51 - TH36 to Hamline Avenue,1.230000019,,,28,TAS3081B-14,28-8130-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,9500,,1969,1,", , , SB",8130,,1990,14750
TH51 - TH36 to Hamline Avenue,,,,28,TAS3081B-14,28-8131-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,10500,,1969,1,", , , TH 51North Of Hamline AveNB",8131,,1990,14750
TH51 - TH36 to Hamline Avenue,,,,28,TAS3081B-14,28-8132-TAS3081B-14-TH51 - TH36 to Hamline Avenue,Ramsey,1,1990,10500,,1969,1,", , , SB",8132,,1990,14750
I-94 - From Mounds Boulevard To I-494/694,0.349999994,,,28,TAS3082-14,28-8133-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,39900,,1968,1,", , , I-94East Of 6th StreetWest Of Mounds Boulevard/Hoffman AvenueEB",8133,,1985,34200
I-94 - From Mounds Boulevard To I-494/694,0.340000004,,,28,TAS3082-14,28-8134-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,41600,,1968,1,", , , WB",8134,,1985,34200
I-94 - From Mounds Boulevard To I-494/694,0.689999998,,,28,TAS3082-14,28-8135-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,54100,,1968,1,", , , I-94East Of Mounds Boulevard/Hoffman AvenueWest Of Earl StreetEB",8135,,1985,41025
I-94 - From Mounds Boulevard To I-494/694,0.689999998,,,28,TAS3082-14,28-8136-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,55800,,1968,1,", , , WB",8136,,1985,41025
I-94 - From Mounds Boulevard To I-494/694,1.50999999,,,28,TAS3082-14,28-8137-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,45400,,1968,1,", , , I-94East Of US61/10West Of White Bear AveEB",8137,,1985,33775
I-94 - From Mounds Boulevard To I-494/694,1.50999999,,,28,TAS3082-14,28-8138-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,47100,,1968,1,", , , WB",8138,,1985,33775
I-94 - From Mounds Boulevard To I-494/694,0.5,,,28,TAS3082-14,28-8139-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,41200,,1968,1,", , , I-94East Of White Bear AvenueWest Of Ruth StreetEB",8139,,1985,29675
I-94 - From Mounds Boulevard To I-494/694,0.5,,,28,TAS3082-14,28-8140-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,42700,,1968,1,", , , WB",8140,,1985,29675
I-94 - From Mounds Boulevard To I-494/694,0.519999981,,,28,TAS3082-14,28-8141-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,37100,,1968,1,", , , I-94East Of Ruth StreetWest Of McKnight RoadEB",8141,,1985,25250
I-94 - From Mounds Boulevard To I-494/694,0.519999981,,,28,TAS3082-14,28-8142-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,38300,,1968,1,", , , WB",8142,,1985,25250
I-94 - From Mounds Boulevard To I-494/694,0.939999998,,,28,TAS3082-14,28-8143-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,33400,,1968,1,", , , I-94East Of McKnight RoadWest Of TH120EB",8143,,1985,18700
I-94 - From Mounds Boulevard To I-494/694,0.939999998,,,28,TAS3082-14,28-8144-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,21400,,1968,1,", , , WB",8144,,1985,18700
I-94 - From Mounds Boulevard To I-494/694,1.320000052,,,28,TAS3082-14,28-8145-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,29500,,1968,1,", , , I-94East Of TH 120West OF I-494/694EB",8145,,1985,18075
I-94 - From Mounds Boulevard To I-494/694,1.320000052,,,28,TAS3082-14,28-8146-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,29500,,1968,1,", , , WB",8146,,1985,18075
I-94 - From Mounds Boulevard To I-494/694,0.400000006,,,28,TAS3082-14,28-8147-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,20300,,1968,1,", , , I-94Between I-494/694EB",8147,,1985,18075
I-94 - From Mounds Boulevard To I-494/694,0.400000006,,,28,TAS3082-14,28-8148-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,Ramsey,1,1985,20300,,1968,1,", , , WB",8148,,1985,18075
TH280 - From Franklin Avenue To NPRR Bridge,0.07,,,28,TAS3084-14,28-8149-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,10200,,1968,1,", , , TH 280South Of Franklin StreetSouth Of University AvenueNB",8149,,1985,15625
TH280 - From Franklin Avenue To NPRR Bridge,0.079999998,,,28,TAS3084-14,28-8150-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,10200,,1968,1,", , , SB",8150,,1985,15625
TH280 - From Franklin Avenue To NPRR Bridge,0.129999995,,,28,TAS3084-14,28-8151-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,10200,,1968,1,", , , TH 280North Of University AvenueSouth Of Territorial RoadNB",8151,,1985,15625
TH280 - From Franklin Avenue To NPRR Bridge,0.119999997,,,28,TAS3084-14,28-8152-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,10200,,1968,1,", , , SB",8152,,1985,15625
TH280 - From Franklin Avenue To NPRR Bridge,0.319999993,,,28,TAS3084-14,28-8153-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,22200,,1968,1,", , , TH 280North Of Territorial RoadNB",8153,,1985,25125
TH280 - From Franklin Avenue To NPRR Bridge,0.319999993,,,28,TAS3084-14,28-8154-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,Ramsey,1,1985,22200,,1968,1,", , , SB",8154,,1985,25125
University Avenue - Park Street To Marion Street,0.059999999,,,28,TAS3085-14,28-8155-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,8100,,1968,1,", , , University AvenueWest Of Marion StreetEB",8155,,1985,8800
University Avenue - Park Street To Marion Street,0.059999999,,,28,TAS3085-14,28-8156-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,8100,,1968,1,", , , WB",8156,,1985,8800
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8157-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6200,,1968,1,", , , University AvenueBetween Marion StreetEB",8157,,1985,8800
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8158-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6200,,1968,1,", , , WB",8158,,1985,8800
University Avenue - Park Street To Marion Street,0.159999996,,,28,TAS3085-14,28-8159-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6500,,1968,1,", , , University AvenueEast Of Marion StreetWest Of Rice StEB",8159,,1985,8250
University Avenue - Park Street To Marion Street,0.159999996,,,28,TAS3085-14,28-8160-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6500,,1968,1,", , , WB",8160,,1985,8250
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8161-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,5400,,1968,1,", , , University AvenueBetween Rice StreetEB",8161,,1985,8250
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8162-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,5400,,1968,1,", , , WB",8162,,1985,8250
University Avenue - Park Street To Marion Street,0.109999999,,,28,TAS3085-14,28-8163-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,7900,,1968,1,", , , University AvenueEast Of Rice StWest Of Park StreetEB",8163,,1985,7100
University Avenue - Park Street To Marion Street,0.109999999,,,28,TAS3085-14,28-8164-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,4800,,1968,1,", , , WB",8164,,1985,7100
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8165-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6000,,1968,1,", , , University AvenueBetween Park StreetEB",8165,,1985,7100
University Avenue - Park Street To Marion Street,,,,28,TAS3085-14,28-8166-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,4500,,1968,1,", , , WB",8166,,1985,7100
University Avenue - Park Street To Marion Street,0.079999998,,,28,TAS3085-14,28-8167-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6300,,1968,1,", , , University AvenueEast Of Park StreetEB",8167,,1985,6150
University Avenue - Park Street To Marion Street,0.079999998,,,28,TAS3085-14,28-8168-TAS3085-14-University Avenue - Park Street To Marion Street,Ramsey,1,1985,6300,,1968,1,", , , WB",8168,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8169-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,1010,,1964,1,", , , TH 13West of TH 10EB",8169,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8170-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,1010,,1964,1,", , , WB",8170,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8171-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,765,,1964,1,", , , TH 13South of Township Road 243+04NB",8171,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8172-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,765,,1964,1,", , , SB",8172,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8173-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,725,,1964,1,", , , TH 13North Of Township Road 243+04South Of Township Road 285+48NB",8173,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8174-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,725,,1964,1,", , , SB",8174,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8175-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,680,,1964,1,", , , TH 13North Of Township Road 285+48South of County Road SANB",8175,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8176-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,680,,1964,1,", , , SB",8176,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8177-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , TH 13North Of County Road SASouth Of Township Road 339+20/55NB",8177,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8178-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , SB",8178,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8179-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , TH 13North Of Township Road 339+20/55South Of Township Road 366+44NB",8179,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8180-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , SB",8180,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8181-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , TH 13North Of Township Road 366+44South Of Township Road 409+48/52NB",8181,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,,,28,TAU3204A,28-8182-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,640,,1964,1,", , , SB",8182,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1,,,28,TAU3204A,28-8183-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,595,,1964,1,", , , TH 13North Of Township Road 409+48/52South Of Township Road 462+15NB",8183,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1,,,28,TAU3204A,28-8184-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,595,,1964,1,", , , SB",8184,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.99000001,,,28,TAU3204A,28-8185-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,595,,1964,1,", , , TH 13North Of Township Road 462+15South Of County Road 8NB",8185,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.99000001,,,28,TAU3204A,28-8186-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Anoka,1,1988,595,,1964,1,", , , SB",8186,,1985,6150
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1.539999962,,,28,TAU3204A,28-8187-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,720,,1964,1,", , , TH 13North Of County Road 8South Of County Road 10NB",8187,,1988,1425
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1.539999962,,,28,TAU3204A,28-8188-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,720,,1964,1,", , , SB",8188,,1988,1425
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1.519999981,,,28,TAU3204A,28-8189-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,800,,1964,1,", , , TH 13North Of County Road 10South Of Township Road 675+47NB",8189,,1988,1475
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),1.519999981,,,28,TAU3204A,28-8190-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,800,,1964,1,", , , SB",8190,,1988,1475
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.930000007,,,28,TAU3204A,28-8191-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,800,,1964,1,", , , TH 13North Of Township Road 675+47South Of TH 282NB",8191,,1988,1475
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.930000007,,,28,TAU3204A,28-8192-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,800,,1964,1,", , , SB",8192,,1988,1475
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.479999989,,,28,TAU3204A,28-8193-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),Itasca,1,1988,1210,,1964,1,", , , TH 13East Of TH 282EB",8193,,1988,2250
TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),0.479999989,,,28,TAU3204A,28-8194-TAU3204A-TH13 - TH19 East Of New Prague to TH 282 North Of Lydia (Scott County),,1,1988,1210,,1964,1,", , , WB",8194,,1988,2250
I-35 - From South Scott County Line to CMSTP&P Railroad,,,,28,TAU3205,28-8195-TAU3205-I-35 - From South Scott County Line to CMSTP&P Railroad,Scott,1,1975,7800,,1963,1,", , , I-35North Of CSAH 2NB",8195,,1988,2250
I-35 - From South Scott County Line to CMSTP&P Railroad,,,,28,TAU3205,28-8196-TAU3205-I-35 - From South Scott County Line to CMSTP&P Railroad,Scott,1,1975,7800,,1963,1,", , , SB",8196,,1988,2250
I-35 - From South Scott County Line to CMSTP&P Railroad,,,,28,TAU3205,28-8197-TAU3205-I-35 - From South Scott County Line to CMSTP&P Railroad,Scott,1,1975,7835,,1963,1,", , , I-35South Of CSAH 2NB",8197,,1988,2250
I-35 - From South Scott County Line to CMSTP&P Railroad,,,,28,TAU3205,28-8198-TAU3205-I-35 - From South Scott County Line to CMSTP&P Railroad,Scott,1,1975,7835,,1963,1,", , , SB",8198,,1988,2250
I-94 - From I-494/694 To .5mi East Of CSAH 19,0.270000011,,,28,TAU 3451A,28-8199-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,26000,,1964,1,", , , I-94West Of I-494/694EB",8199,,1989,21725
I-94 - From I-494/694 To .5mi East Of CSAH 19,0.270000011,,,28,TAU 3451A,28-8200-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,26000,,1964,1,", , , WB",8200,,1989,21725
I-94 - From I-494/694 To .5mi East Of CSAH 19,1.190000057,,,28,TAU 3451A,28-8201-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,17700,,1964,1,", , , I-94East Of I-494/694West Of CR 80EB",8201,,1989,23250
I-94 - From I-494/694 To .5mi East Of CSAH 19,1.190000057,,,28,TAU 3451A,28-8202-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,17700,,1964,1,", , , WB",8202,,1989,23250
I-94 - From I-494/694 To .5mi East Of CSAH 19,,,,28,TAU 3451A,28-8203-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,16400,,1964,1,", , , I-94Between CSAH 19EB",8203,,1989,23250
I-94 - From I-494/694 To .5mi East Of CSAH 19,,,,28,TAU 3451A,28-8204-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,16400,,1964,1,", , , WB",8204,,1989,23250
I-94 - From I-494/694 To .5mi East Of CSAH 19,1,,,28,TAU 3451A,28-8205-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,17000,,1964,1,", , , I-94East Of CSAH 19EB",8205,,1989,21900
I-94 - From I-494/694 To .5mi East Of CSAH 19,1,,,28,TAU 3451A,28-8206-TAU 3451A-I-94 - From I-494/694 To .5mi East Of CSAH 19,Washington,1,1989,17000,,1964,1,", , , WB",8206,,1989,21900
I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,1,,,28,TAU 3451B,28-8207-TAU 3451B-I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,Washington,1,1989,17000,,1964,1,", , , I-94East Of CSAH 17West Of CSAH 15EB",8207,,1989,21900
I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,1,,,28,TAU 3451B,28-8208-TAU 3451B-I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,Washington,1,1989,17000,,1964,1,", , , WB",8208,,1989,21900
I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,,,,28,TAU 3451B,28-8209-TAU 3451B-I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,Washington,1,1989,15400,,1964,1,", , , I-94Between CSAH 15EB",8209,,1989,21900
I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,,,,28,TAU 3451B,28-8210-TAU 3451B-I-94 - From .5Mi East Of CSAH 19 to the St. Croix River,Washington,1,1989,15400,,1964,1,", , , WB",8210,,1989,21900
