InternalProjectID,BriefDescription,Length_miles,FunctionalClass,ImprovementType,State,main_ProjectInformation_ProjectID,County,TollType,ForecastYear,TrafficForecast,ForecastYearType,YearForecastProduced,ForecastMethodology,SegmentDescription,main_TrafficForecast_ProjectID,SegmentID,Year_ofObservation,Count,AdjustedForecast
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9364-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9364,2,2007,7300,7070
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9364-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9364,2,2007,6000,6920
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9364-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9364,2,2007,6000,7070
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9044-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,5100,1,2003,4,SR 40- 0.009 Mi. E. of Marion County,9044,1,2007,7300,5320
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9044-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,5100,1,2003,4,SR 40- 0.009 Mi. E. of Marion County,9044,1,2007,7300,5470
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9044-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,5100,1,2003,4,SR 40- 0.009 Mi. E. of Marion County,9044,1,2007,6000,5320
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9044-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,5100,1,2003,4,SR 40- 0.009 Mi. E. of Marion County,9044,1,2007,6000,5470
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9045-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9045,2,2007,7300,6920
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9045-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9045,2,2007,7300,7070
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9045-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9045,2,2007,6000,6920
411613-1A,"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",7.18900013,3,1,12,"12-9045-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",Lake,1,2006,6700,1,2003,4,SR 40- 0.204 Mi. E CR-445 A,9045,2,2007,6000,7070
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9365-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9365,1,2006,20000,20675
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9365-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9365,1,2006,20000,20465
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9365-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9365,1,2006,10200,20675
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9365-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9365,1,2006,10200,20465
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9046-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9046,1,2006,20000,20675
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9046-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9046,1,2006,20000,20465
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9046-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9046,1,2006,10200,20675
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,3.756999969,4,1,12,12-9046-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.757,Marion,1,2005,20300,1,2003,5,SR 492 1.495 MI W of SR 40,9046,1,2006,10200,20465
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9047-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9047,2,2006,20000,9375
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9047-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9047,2,2006,20000,9165
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9047-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9047,2,2006,10200,9375
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9047-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9047,2,2006,10200,9165
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9366-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9366,2,2006,20000,9375
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9366-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9366,2,2006,20000,9165
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9366-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9366,2,2006,10200,9375
411614-1,SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,3.756999969,4,1,12,12-9366-411614-1-SR 492 Resurfacing Project from SR 25/200 M.P. 0.000 to SR 40 M.P. 3.758,Marion,1,2005,9000,1,2003,5,SR 492 0.192 MI W of SR 40,9366,2,2006,10200,9165
411660-1,Resurfacing of SR 40 in several location,2.147000074,3,1,12,12-9048-411660-1-Resurfacing of SR 40 in several location,Marion,1,2003,14600,1,2002,4,East of NE 118th Ave. to west of NE 10th St. Rd. (MP 11.965 to MP 14.112),9048,1,2004,14200,15170
411660-1,Resurfacing of SR 40 in several location,2.147000074,3,1,12,12-9367-411660-1-Resurfacing of SR 40 in several location,Marion,1,2003,14600,1,2002,4,East of NE 118th Ave. to west of NE 10th St. Rd. (MP 11.965 to MP 14.112),9367,1,2004,14200,15170
411661-1,Resurfacing of SR 40 in several location,8.678999901,3,1,12,12-9049-411661-1-Resurfacing of SR 40 in several location,Marion,1,2003,6700,1,2002,4,East of NE 145th Ave. to east of FR 97/FR 597 (MP 15.149 to MP 23.828),9049,1,2004,5900,6965
411661-1,Resurfacing of SR 40 in several location,8.678999901,3,1,12,12-9368-411661-1-Resurfacing of SR 40 in several location,Marion,1,2003,6700,1,2002,4,East of NE 145th Ave. to east of FR 97/FR 597 (MP 15.149 to MP 23.828),9368,1,2004,5900,6965
411662-1,Resurfacing of SR 40 in several location,8.378000259,3,1,12,12-9050-411662-1-Resurfacing of SR 40 in several location,Marion,1,2003,5200,1,2002,4,East of FR 97/FR 597 to the Lake County Line (MP 23.828 to MP 32.206,9050,1,2004,4600,5400
411662-1,Resurfacing of SR 40 in several location,8.378000259,3,1,12,12-9369-411662-1-Resurfacing of SR 40 in several location,Marion,1,2003,5200,1,2002,4,East of FR 97/FR 597 to the Lake County Line (MP 23.828 to MP 32.206,9369,1,2004,4600,5400
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,39500,33810
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,39500,33600
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,39500,33345
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,39500,33290
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,31000,33810
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,31000,33600
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,31000,33345
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,31000,33290
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,24500,33810
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,24500,33600
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,24500,33345
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",9.956000328,3,1,12,"12-9051-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,32600,1,2002,5,Orange County Line to SR 528/SR 407 merge,9051,1,2005,24500,33290
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,39500,28010
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,39500,27800
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,39500,27545
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,39500,27490
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,31000,28010
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,31000,27800
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,31000,27545
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,31000,27490
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,24500,28010
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,24500,27800
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,24500,27545
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",10.95600033,3,1,12,"12-9052-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,26800,1,2003,5,SR 528/SR 407 merge to SR 9 (I-95),9052,2,2005,24500,27490
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",11.95600033,3,1,12,"12-9053-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,22100,1,2004,5,from SR 9 (I-95) to Cocoa City limit (MP 7.610),9053,3,2005,39500,23310
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",11.95600033,3,1,12,"12-9053-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,22100,1,2004,5,from SR 9 (I-95) to Cocoa City limit (MP 7.610),9053,3,2005,39500,23100
411664-1,"SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",11.95600033,3,1,12,"12-9053-411664-1-SR 528 resurfacing project from Orange County Line (MP 0.000) to 0.433
miles east of SR 524 Bridge (MP 9.956).",Brevard,2,2004,22100,1,2004,5,from SR 9 (I-95) to Cocoa City limit (MP 7.610),9053,3,2005,39500,22845
