InternalProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,State,UnemploymentRate_ForecastYear,UnemploymentRate_YearProduced,UnemploymentRate_OpeningYear,Diff_Year,UnifiedImprovementType,Forecast_Method,Area_Type,ForecastYear,YearForecastProduced,Year_ofObservation,ImprovementType,Agency,FunctionalClass
8969,14400,11800,2600,2600,22.03389831,22.03389831,FL,4.8,10,4.15,4,1,1,3,2015,2011,2017,1,1,8
8970,16900,13000,3900,3900,30,30,FL,4.2,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
8971,40500,41500,-1000,1000,-2.409638554,2.409638554,FL,4.2,10,4.8,3,1,5,3,2014,2011,2016,1,1,8
8972,52000,60500,-8500,8500,-14.04958678,14.04958678,FL,4.8,10,4.8,3,1,5,3,2014,2011,2016,1,1,8
8973,32500,30700,1800,1800,5.863192182,5.863192182,FL,4.8,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
8974,10000,11000,-1000,1000,-9.090909091,9.090909091,FL,4.2,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
8975,5299,8100,-2801,2801,-34.58024691,34.58024691,FL,4.2,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
8976,3300,6400,-3100,3100,-48.4375,48.4375,FL,4.2,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
8977,50500,53600,-3100,3100,-5.78358209,5.78358209,FL,4.2,10,4.15,3,1,5,3,2015,2012,2017,2,1,8
8978,23500,26700,-3200,3200,-11.98501873,11.98501873,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8979,32500,33200,-700,700,-2.108433735,2.108433735,FL,4.2,8.5,4.8,2,1,4,3,2014,2012,2016,1,1,8
8980,10000,10800,-800,800,-7.407407407,7.407407407,FL,4.8,8.5,4.8,2,1,4,3,2014,2012,2016,1,1,8
8981,34500,30900,3600,3600,11.65048544,11.65048544,FL,4.8,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8982,14500,16700,-2200,2200,-13.17365269,13.17365269,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8983,13500,16100,-2600,2600,-16.14906832,16.14906832,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8984,16500,16300,200,200,1.226993865,1.226993865,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8985,14500,15800,-1300,1300,-8.227848101,8.227848101,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8986,30500,32200,-1700,1700,-5.279503106,5.279503106,FL,4.2,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8987,51000,48600,2400,2400,4.938271605,4.938271605,FL,4.2,8.5,4.15,3,3,5,3,2015,2012,2017,12,1,8
8988,29000,35300,-6300,6300,-17.8470255,17.8470255,FL,4.2,8.5,4.15,3,3,5,3,2015,2012,2017,12,1,8
8989,3600,6700,-3100,3100,-46.26865672,46.26865672,FL,4.2,8.5,4.8,2,1,4,3,2014,2012,2016,1,1,8
8990,9000,10500,-1500,1500,-14.28571429,14.28571429,FL,4.8,8.5,4.15,3,1,6,3,2015,2012,2017,1,1,8
89905,24790,35375.83333,-10585.83333,10585.83333,-29.92391228,29.92391228,OH,10.3,10.2,10.3,6,1,6,3,2016,2010,2009,2,6,3
8991,9000,14500,-5500,5500,-37.93103448,37.93103448,FL,4.2,8.5,4.15,3,1,6,3,2015,2012,2017,1,1,8
8992,19100,30300,-11200,11200,-36.96369637,36.96369637,FL,4.2,8.5,5.4,1,1,5,3,2013,2012,2015,1,1,8
8993,75000,72200,2800,2800,3.878116343,3.878116343,FL,6.3,11,4.15,3,3,4,3,2015,2012,2017,12,1,8
8994,59000,57900,1100,1100,1.899827288,1.899827288,FL,5.5,8.5,4.15,3,1,4,3,2015,2012,2017,1,1,8
8995,57500,57700,-200,200,-0.346620451,0.346620451,FL,4.2,8.5,4.15,2,1,2,3,2015,2013,2017,2,1,8
8996,221000,231000,-10000,10000,-4.329004329,4.329004329,FL,4.2,10,4.15,2,3,4,3,2015,2013,2017,12,1,8
8997,204150,210000,-5850,5850,-2.785714286,2.785714286,FL,4.2,10,4.15,2,3,4,3,2015,2013,2017,12,1,8
8998,54500,52800,1700,1700,3.21969697,3.21969697,FL,4.2,7.2,4.15,2,1,4,3,2015,2013,2017,6,1,8
8999,28000,33200,-5200,5200,-15.6626506,15.6626506,FL,4.2,7.2,4.15,2,1,4,3,2015,2013,2017,6,1,8
9000,13000,12200,800,800,6.557377049,6.557377049,FL,4.2,7.2,4.15,2,1,1,3,2015,2013,2017,1,1,8
9001,7300,14800,-7500,7500,-50.67567568,50.67567568,FL,4.2,7.2,4.15,2,1,5,3,2015,2013,2017,2,1,8
9002,9600,11200,-1600,1600,-14.28571429,14.28571429,FL,4.2,7.2,4.15,2,1,5,3,2015,2013,2017,2,1,8
9003,7100,9300,-2200,2200,-23.65591398,23.65591398,FL,4.2,7.2,4.15,2,1,6,3,2015,2013,2017,3,1,8
9004,45693,45400,293,293,0.645374449,0.645374449,FL,4.2,7.2,4.15,1,1,5,3,2015,2014,2017,2,1,8
9005,5400,5700,-300,300,-5.263157895,5.263157895,FL,4.2,6.3,4.8,0,3,4,3,2014,2014,2016,12,1,8
9006,22500,21900,600,600,2.739726027,2.739726027,FL,4.8,6.3,4.15,1,1,5,3,2015,2014,2017,1,1,8
90112,87560,107862,-20302,20302,-18.82219874,18.82219874,OH,10.2,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
90120,68640,68635,5,5,0.007284913,0.007284913,OH,10.2,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
90351,9660,9656,4,4,0.041425021,0.041425021,OH,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,4
90357,4060,3560,500,500,14.04494382,14.04494382,OH,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,5
90359,960,1138,-178,178,-15.64147627,15.64147627,OH,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,5
90423,9740,11000,-1260,1260,-11.45454545,11.45454545,OH,7.4,7.4,7.4,1,3,6,3,2013,2012,2013,12,6,3
90434,11685,14340.8325,-2655.8325,2655.8325,-18.51937466,18.51937466,OH,8.125,8.9,8.125,2,1,6,3,2013,2011,2013,1,6,1
90540,2730,2600,130,130,5,5,OH,5.8,7.4,5.4,1,3,6,3,2014,2013,2014,12,6,3
90598,65750,65892,-142,142,-0.215504158,0.215504158,OH,10.2,8.9,10.2,3,1,6,3,2014,2011,2010,1,6,1
90726,36900,34033.5,2866.5,2866.5,8.422583631,8.422583631,OH,10.2,8.9,10.2,1,1,6,3,2012,2011,2010,1,6,3
90771,22050,22057.5,-7.5,7.5,-0.03400204,0.03400204,OH,10.2,7.4,10.3,2,1,6,3,2014,2012,2009,1,6,3
90991,2205,2353.75,-148.75,148.75,-6.319702602,6.319702602,OH,9.225,7.4,8.9,4,1,6,3,2016,2012,2011,2,6,5
91451,2439,2808.33,-369.33,369.33,-13.15123223,13.15123223,OH,4.9,7.4,4.9,2,3,6,3,2014,2012,2015,12,6,3
91527,10641,11000,-359,359,-3.263636364,3.263636364,OH,7.4,7.4,7.4,1,3,6,3,2013,2012,2013,12,6,3
91544,13175,13576,-401,401,-2.953741897,2.953741897,OH,8.4,7.4,10.3,1,1,6,3,2013,2012,2009,2,6,3
91588,46120,49580,-3460,3460,-6.978620411,6.978620411,OH,7.4,8.9,7.4,1,1,6,3,2012,2011,2012,1,6,1
91661,5812.5,6631.25,-818.75,818.75,-12.3468426,12.3468426,OH,9.025,9.225,10.2,0,1,6,3,2011,2011,2010,2,6,5
92023,7600,7592,8,8,0.105374078,0.105374078,OH,6.5,7.4,10.2,4,1,6,3,2016,2012,2010,1,6,3
92207,8050,7957,93,93,1.168782204,1.168782204,OH,10.3,7.4,10.2,4,1,6,3,2016,2012,2010,1,6,5
92262,4980,4980,0,0,0,0,OH,10.2,8.9,10.2,2,1,6,3,2014,2012,2010,1,6,4
92406,530,1700,-1170,1170,-68.82352941,68.82352941,OH,5.8,7.4,5.4,2,3,6,3,2014,2012,2014,12,6,5
92552,34670,26956.5,7713.5,7713.5,28.61461985,28.61461985,OH,6.5,7.4,5.5,4,1,6,3,2016,2012,2007,1,6,3
92576,65190,84839,-19649,19649,-23.160339,23.160339,OH,8.8,7.4,8.8,2,1,6,3,2014,2012,2010,1,6,1
92647,13220,11514,1706,1706,14.81674483,14.81674483,OH,10.2,7.4,10.2,4,1,6,3,2016,2012,2010,2,6,4
92691,2880,5849,-2969,2969,-50.76081381,50.76081381,OH,8.9,7.4,10.2,4,1,6,3,2016,2012,2010,2,6,5
92730,70545,72785.75,-2240.75,2240.75,-3.078555899,3.078555899,OH,10.2,7.4,10.2,1,1,6,3,2013,2012,2010,1,6,1
92917,12400,13000,-600,600,-4.615384615,4.615384615,OH,5.8,7.4,5.4,2,3,6,3,2014,2012,2014,12,6,5
93543,17580,16505,1075,1075,6.513177825,6.513177825,OH,10.25,7.4,10.2,2,1,6,3,2014,2012,2010,1,6,4
93758,11710,9670,2040,2040,21.09617373,21.09617373,OH,10.2,7.4,10.2,2,1,6,3,2014,2012,2010,2,6,4
94893,488,656.67,-168.67,168.67,-25.68565642,25.68565642,OH,4.9,7.4,4.9,2,3,6,3,2014,2012,2015,12,6,5
95064,32846,33825,-979,979,-2.894308943,2.894308943,OH,4.9,7.4,4.9,1,3,6,3,2014,2013,2015,12,6,3
95132,70105,123500,-53395,53395,-43.23481781,43.23481781,OH,7.4,7.4,7.4,1,3,6,3,2013,2012,2013,12,6,1
97207,5850,6700,-850,850,-12.68656716,12.68656716,OH,5.8,7.4,5.4,1,3,6,3,2014,2013,2014,12,6,3
DEIS TH 610/TH 252,48791.66667,29791.66667,19000,19000,63.77622378,63.77622378,MN,3.1375,5.8875,3.1375,19,3,1,3,2000,1981,2000,12,1,8
FEIS I35E,47071.42857,29857.14286,17214.28571,17214.28571,57.65550239,57.65550239,MN,4.007142857,7.7,4.007142857,24,3,1,3,2006,1982,2006,12,1,8
FEIS New U.S. Hwy 10,31583.33333,25558.33333,6025,6025,23.57352462,23.57352462,MN,3.216666667,5.116666667,3.216666667,13,3,1,3,2000,1987,2000,12,1,8
FEIS TH 3,15133.33333,10605,4528.333333,4528.333333,42.69998428,42.69998428,MN,3.666666667,5.1,3.666666667,13,3,1,3,2000,1987,2000,12,1,8
FEIS TH 77/I-494,53996.52778,61522.22222,-7525.694444,7525.694444,-12.23248149,12.23248149,MN,3.911111111,5.1,3.911111111,8,3,1,3,1995,1987,1995,12,1,8
FEIS US-12/I-394,37455.68182,26385.45455,11070.22727,11070.22727,41.9557952,41.9557952,MN,3.1,7.876136364,3.1,18,3,1,3,2000,1982,2000,12,1,8
MADD,85708.33333,91400,-5691.666667,5691.666667,-6.227206419,6.227206419,MA,7.983333333,3.341666667,7.983333333,23,2,4,2,2010,1987,2010,8,2,1
PSU 3203A,10050,4828.75,5221.25,5221.25,108.1283976,108.1283976,MN,7.6,5.5,7.6,20,3,1,3,1982,1962,1982,12,1,8
PSU 3203B,12087.5,7612.5,4475,4475,58.78489327,58.78489327,MN,7.9,5.5,7.9,20,3,1,3,1982,1962,1982,12,1,8
SPAR-202,32000,22000,10000,10000,45.45454545,45.45454545,MN,8.3,3.2,8.3,22,3,1,3,2000,1978,2000,12,1,8
SPAR-202A,52916.66667,33245.83333,19670.83333,19670.83333,59.16781552,59.16781552,MN,3.175,3.9,3.175,22,3,1,3,2000,1978,2000,12,1,8
SPAR-208,15750,17483.33333,-1733.333333,1733.333333,-9.914204004,9.914204004,MN,4.566666667,5.8,4.566666667,24,3,1,3,2002,1978,2002,12,1,8
SPAR-208A,18500,17833.33333,666.6666667,666.6666667,3.738317757,3.738317757,MN,4.5,4.2,4.5,23,3,1,3,2002,1979,2002,12,1,8
SPAR-210,41500,29305,12195,12195,41.61405903,41.61405903,MN,4.833333333,3.9,4.833333333,25,3,1,3,2003,1978,2003,12,1,8
SPAR-215,52125,40625,11500,11500,28.30769231,28.30769231,MN,4.866666667,5.8,4.866666667,24,3,1,3,2003,1979,2003,12,1,8
SPAR-220,12925,11343.75,1581.25,1581.25,13.93939394,13.93939394,MN,4.55,3.9,4.55,24,3,1,3,2002,1978,2002,12,1,8
SPAR-224,37178.57143,22928.57143,14250,14250,62.14953271,62.14953271,MN,3.2,4.2,3.2,21,3,1,3,2000,1979,2000,12,1,8
SPAR-227,66187.5,42862.5,23325,23325,54.41819773,54.41819773,MN,4.4125,4.2,4.4125,23,3,1,3,2002,1979,2002,12,1,8
SPAR-246,47000,19000,28000,28000,147.3684211,147.3684211,MN,4.7,5.65,4.7,23,3,1,3,2003,1980,2003,12,1,8
SPARS 15,18750,20450,-1700,1700,-8.312958435,8.312958435,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 16,7312.5,11300,-3987.5,3987.5,-35.28761062,35.28761062,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 17,6422.222222,6611.111111,-188.8888889,188.8888889,-2.857142857,2.857142857,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 18,9841.666667,14400,-4558.333333,4558.333333,-31.65509259,31.65509259,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 19,16025,29850,-13825,13825,-46.31490787,46.31490787,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 2,8862.5,13900,-5037.5,5037.5,-36.24100719,36.24100719,MN,5.7,4.9,5.7,15,3,1,3,1985,1970,1985,12,1,8
SPARS 2A,8862.5,17250,-8387.5,8387.5,-48.62318841,48.62318841,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 3,4887.5,8366.666667,-3479.166667,3479.166667,-41.58366534,41.58366534,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 32,5983.333333,12566.66667,-6583.333333,6583.333333,-52.3872679,52.3872679,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 33,31075,23365,7710,7710,32.99807404,32.99807404,MN,4.855,5.1,4.855,20,3,1,3,1990,1970,1990,12,1,8
SPARS 37,21987.5,16825,5162.5,5162.5,30.68350669,30.68350669,MN,5.7625,5.1,5.7625,14,3,1,3,1985,1971,1985,12,1,8
SPARS 4,16972.91667,24791.66667,-7818.75,7818.75,-31.53781513,31.53781513,MN,5.9,4.9,5.9,15,3,1,3,1985,1970,1985,12,1,8
SPARS 45,20041.66667,17333.33333,2708.333333,2708.333333,15.625,15.625,MN,5.9,5.9,5.9,14,3,1,3,1985,1971,1985,12,1,8
SPARS 48,7566.666667,7466.666667,100,100,1.339285714,1.339285714,MN,4.983333333,5.1,4.983333333,19,3,1,3,1990,1971,1990,12,1,8
SPARS 49,15825,17900,-2075,2075,-11.59217877,11.59217877,MN,5.7625,5.1,5.7625,14,3,1,3,1985,1971,1985,12,1,8
SPARS 53,21000,29170,-8170,8170,-28.00822763,28.00822763,MN,4.91,5.1,4.91,19,3,1,3,1990,1971,1990,12,1,8
SPARS 60,11436.11111,19088.88889,-7652.777778,7652.777778,-40.09022119,40.09022119,MN,5.838888889,5.1,5.838888889,14,3,1,3,1985,1971,1985,12,1,8
SPARS 61,16203.9,18157.5,-1953.6,1953.6,-10.75919042,10.75919042,MN,5.9,5.9,5.863636364,14,3,1,3,1985,1971,1985,12,1,8
SPARS 65,15840,18980,-3140,3140,-16.54373024,16.54373024,MN,5.9,5.9,5.9,14,3,1,3,1985,1971,1985,12,1,8
SPARS 69,31240,27700,3540,3540,12.77978339,12.77978339,MN,5.9,5.9,5.9,14,3,1,3,1985,1971,1985,12,1,8
SPARS 72,36529.16667,31633.33333,4895.833333,4895.833333,15.4768177,15.4768177,MN,5.9,5.9,5.9,14,3,1,3,1985,1971,1985,12,1,8
SPARS 73,18600,19850,-1250,1250,-6.297229219,6.297229219,MN,5.9,5.6,5.9,13,3,1,3,1985,1972,1985,12,1,8
SPARS 75,8428.333333,8950,-521.6666667,521.6666667,-5.82867784,5.82867784,MN,5.9,5.6,5.9,13,3,1,3,1985,1972,1985,12,1,8
SPARS 75A,3897.157895,9105.263158,-5208.105263,5208.105263,-57.19884393,57.19884393,MN,5.9,5.6,5.9,11,3,1,3,1985,1974,1985,12,1,8
SPARS 77,1158.333333,3210,-2051.666667,2051.666667,-63.91484943,63.91484943,MN,5.233333333,5.9,5.233333333,20,3,1,3,1992,1972,1992,12,1,8
SPARS 78,9287.5,41400,-32112.5,32112.5,-77.56642512,77.56642512,MN,5.7,5.9,5.7,13,3,1,3,1985,1972,1985,12,1,8
TA-M207A,24250,17000,7250,7250,42.64705882,42.64705882,MN,4.8,8,4.8,25,3,1,3,2003,1978,2003,12,1,8
TA-M238,81809.52381,56728.57143,25080.95238,25080.95238,44.21220515,44.21220515,MN,3.20952381,6.3,3.20952381,21,3,1,3,2000,1979,2000,12,1,8
TA-M240,6033.333333,5050,983.3333333,983.3333333,19.47194719,19.47194719,MN,3.1,5.75,3.1,20,3,1,3,2000,1980,2000,12,1,8
TA-M242,7223.529412,10011.76471,-2788.235294,2788.235294,-27.84958872,27.84958872,MN,4.070588235,5.8,4.070588235,25,3,1,3,2005,1980,2005,12,1,8
TA-M245,4250,5750,-1500,1500,-26.08695652,26.08695652,MN,4.7,5.8,4.7,23,3,1,3,2003,1980,2003,12,1,8
TA-M253,18600,10312,8288,8288,80.37238169,80.37238169,MN,3.1,5.74,3.1,20,3,1,3,2000,1980,2000,12,1,8
TA-M253 Distributor Addendum,6100,4177,1923,1923,46.03782619,46.03782619,MN,3.1,5.8,3.1,18,3,1,3,2000,1982,2000,12,1,8
TA-M255A,19416.66667,22316.66667,-2900,2900,-12.99477222,12.99477222,MN,4.716666667,7.725,4.716666667,22,3,1,3,2004,1982,2004,12,1,8
TA-M286,27140,21900,5240,5240,23.92694064,23.92694064,MN,4.16,6.01,4.16,24,3,1,3,2005,1981,2005,12,1,8
TA-M289A,28562.5,18525,10037.5,10037.5,54.18353576,54.18353576,MN,4.2,7.6875,4.2,22,3,1,3,2005,1983,2005,12,1,8
TA-M292,54835.48387,38362.90323,16472.58065,16472.58065,42.93882699,42.93882699,MN,3.14516129,7.959677419,3.14516129,17,3,1,3,2000,1983,2000,12,1,8
TA-M296A,36562.5,33650,2912.5,2912.5,8.655274889,8.655274889,MN,3.8875,7.7875,3.8875,23,3,1,3,2006,1983,2006,12,1,8
TA-M298,7775,6233.333333,1541.666667,1541.666667,24.73262032,24.73262032,MN,5.4,7.516666667,5.4,4,3,1,3,1987,1983,1987,12,1,8
TA-M299,24400,27908.5,-3508.5,3508.5,-12.57143881,12.57143881,MN,5.26,8,5.26,25,3,1,3,2008,1983,2008,12,1,8
TA-M300,8666.666667,5760,2906.666667,2906.666667,50.46296296,50.46296296,MN,5.416666667,7.583333333,5.416666667,25,3,1,3,2008,1983,2008,12,1,8
TA-M301,13000,9150,3850,3850,42.07650273,42.07650273,MN,5.4,7.7875,5.4,25,3,1,3,2008,1983,2008,12,1,8
TA-M302,14500,18252.5,-3752.5,3752.5,-20.55882756,20.55882756,MN,3.975,7.9875,3.975,22,3,1,3,2005,1983,2005,12,1,8
TA-M304,51142.85714,48585.71429,2557.142857,2557.142857,5.263157895,5.263157895,MN,5.317857143,6.332142857,5.317857143,24,3,1,3,2008,1984,2008,12,1,8
TA-M308,15500,11433.33333,4066.666667,4066.666667,35.56851312,35.56851312,MN,3.35,6.583333333,3.35,16,3,1,3,2000,1984,2000,12,1,8
TA-M311,5092.857143,8071.428571,-2978.571429,2978.571429,-36.90265487,36.90265487,MN,3.1,6.242857143,3.1,16,3,1,3,2000,1984,2000,12,1,8
TA-M326,3721.875,2518.75,1203.125,1203.125,47.76674938,47.76674938,MN,3.1,5.925,3.1,15,3,1,3,2000,1985,2000,12,1,8
TA-M329,25225,26040,-815,815,-3.129800307,3.129800307,MN,3.315,5.865,3.315,15,3,1,3,2000,1985,2000,12,1,8
TA-M335,7850,3600,4250,4250,118.0555556,118.0555556,MN,4,5.9,4,18,3,1,3,2003,1985,2003,12,1,8
TA-M336,54571.42857,42457.14286,12114.28571,12114.28571,28.53297443,28.53297443,MN,3.228571429,5.9,3.228571429,15,3,1,3,2000,1985,2000,12,1,8
TA-M337,29083.33333,30918.75,-1835.416667,1835.416667,-5.936257665,5.936257665,MN,3.1,5.516666667,3.1,14,3,1,3,2000,1986,2000,12,1,8
TA-M343,7466.666667,9433.333333,-1966.666667,1966.666667,-20.84805654,20.84805654,MN,3.1,5.5,3.1,14,3,1,3,2000,1986,2000,12,1,8
TA-M345,16041.66667,19458.33333,-3416.666667,3416.666667,-17.55888651,17.55888651,MN,3.1,5.5,3.1,14,3,1,3,2000,1986,2000,12,1,8
TA-M346,12687.5,10325,2362.5,2362.5,22.88135593,22.88135593,MN,3.1,5.5,3.1,14,3,1,3,2000,1986,2000,12,1,8
TA-M358,41600,38240,3360,3360,8.786610879,8.786610879,MN,5.93,5.18,5.93,23,3,1,3,2010,1987,2010,12,1,8
TA-M372B,8433.333333,8525,-91.66666667,91.66666667,-1.075268817,1.075268817,MN,6.683333333,5.25,6.683333333,19,3,1,3,2010,1991,2010,12,1,8
TAS 3065A-14,27546.42857,27285.71429,260.7142857,260.7142857,0.955497382,0.955497382,MN,5.864285714,8,5.864285714,16,3,1,3,1985,1969,1985,12,1,8
TAS 3066A-14,42871.42857,47985.71429,-5114.285714,5114.285714,-10.65793391,10.65793391,MN,5.828571429,8,5.828571429,16,3,1,3,1985,1969,1985,12,1,8
TAS 3074B,11125,17501.625,-6376.625,6376.625,-36.43447394,36.43447394,MN,4.86875,5.1,4.86875,23,3,1,3,1990,1967,1990,12,1,8
TAS 3074C-14,9750,9100,650,650,7.142857143,7.142857143,MN,5.716666667,5.1,5.716666667,17,3,1,3,1985,1968,1985,12,1,8
TAS 3080,14487.5,15500,-1012.5,1012.5,-6.532258065,6.532258065,MN,5.5,3.8,5.5,19,3,1,3,1986,1967,1986,12,1,8
TAS 3081,11260,12480,-1220,1220,-9.775641026,9.775641026,MN,5.86,3.8,5.86,18,3,1,3,1985,1967,1985,12,1,8
TAS 3081A-14,17083.33333,14216.66667,2866.666667,2866.666667,20.16412661,20.16412661,MN,4.891666667,5.1,4.891666667,22,3,1,3,1990,1968,1990,12,1,8
TAS3081B-14,17812.5,15600,2212.5,2212.5,14.18269231,14.18269231,MN,5.1875,5.1,5.1875,21,3,1,3,1990,1969,1990,12,1,8
TAS3082-14,28671.42857,39785.71429,-11114.28571,11114.28571,-27.93536804,27.93536804,MN,5.821428571,5.1,5.821428571,17,3,1,3,1985,1968,1985,12,1,8
TAS3084-14,20375,16200,4175,4175,25.77160494,25.77160494,MN,5.9,3.6,5.9,17,3,1,3,1985,1968,1985,12,1,8
TAS3085-14,7575,6812.5,762.5,762.5,11.19266055,11.19266055,MN,5.9,3.6,5.9,17,3,1,3,1985,1968,1985,12,1,8
TAU 3061A,18437.5,16900,1537.5,1537.5,9.097633136,9.097633136,MN,5.5,5.1,5.5,21,3,1,3,1986,1965,1986,12,1,8
TAU 3065,19575,14010.66667,5564.333333,5564.333333,39.71497906,39.71497906,MN,7.183333333,8,7.183333333,20,3,1,3,1983,1963,1983,12,1,8
TAU 3069,56583.33333,51976,4607.333333,4607.333333,8.864347648,8.864347648,MN,6.583333333,5.2,6.583333333,20,3,1,3,1984,1964,1984,12,1,8
TAU 3073,11831.25,13225,-1393.75,1393.75,-10.53875236,10.53875236,MN,5.95,5.2,5.95,21,3,1,3,1985,1964,1985,12,1,8
TAU 3073A,6991.666667,5000,1991.666667,1991.666667,39.83333333,39.83333333,MN,5.9,3.8,5.9,19,3,1,3,1985,1966,1985,12,1,8
TAU 3074,3250,5160,-1910,1910,-37.01550388,37.01550388,MN,5.5,5.2,5.5,22,3,1,3,1986,1964,1986,12,1,8
TAU 3074A,11350,11525,-175,175,-1.518438178,1.518438178,MN,4.6,4.5,4.6,23,3,1,3,1988,1965,1988,12,1,8
TAU 3075,6000,2600,3400,3400,130.7692308,130.7692308,MN,5.3,5.2,5.3,20,3,1,3,1984,1964,1984,12,1,8
TAU 3076,8287.5,8495,-207.5,207.5,-2.442613302,2.442613302,MN,5.8625,5.2,5.8625,16,3,1,3,1980,1964,1980,12,1,8
TAU 3078,23166.66667,20716.66667,2450,2450,11.82622687,11.82622687,MN,5.5,4.5,5.5,21,3,1,3,1986,1965,1986,12,1,8
TAU 3451A,22291.66667,20233.33333,2058.333333,2058.333333,10.17298188,10.17298188,MN,4.3,5.2,4.3,25,3,1,3,1989,1964,1989,12,1,8
TAU 3451B,21000,16116.66667,4883.333333,4883.333333,30.29989659,30.29989659,MN,4.3,5.2,4.3,25,3,1,3,1989,1964,1989,12,1,8
TAU3204A,1716.666667,910,806.6666667,806.6666667,88.64468864,88.64468864,MN,4.566666667,5.2,4.566666667,24,3,1,3,1988,1964,1988,12,1,8
WIDD,60220.83333,65100,-4879.166667,4879.166667,-7.494879672,7.494879672,WI,5.45,4.9,3.416666667,8,1,4,2,2015,2007,2017,4,2,3
DK1,92953,94216.66667,-1263.666667,1263.666667,-1.341234743,1.341234743,DK,7.5,5.4,7.5,7,3,4,4,2003,2003,2010,4,1,8
DK10,18800,20596.955,-1796.955,1796.955,-8.724372122,8.724372122,DK,7.5,5.04,3.8,12,3,6,4,1998,1998,2007,4,1,8
DK11,15300,15696.955,-396.955,396.955,-2.528866267,2.528866267,DK,7.5,5.04,3.8,12,3,6,4,1998,1998,2007,4,1,8
DK12,16202.5,15500,702.5,702.5,4.532258065,4.532258065,DK,7.5,5.04,7.5,12,3,6,4,1998,1998,2010,4,1,8
DK13,10757.28571,8932.486429,1824.799286,1824.799286,20.42879438,20.42879438,DK,6.8,8,4.714285714,2,3,6,4,1994,1994,2000,4,1,8
DK14,9033.333333,13673.77167,-4640.438333,4640.438333,-33.93678384,33.93678384,DK,6.8,9,5.4,4,3,6,4,1992,1992,2003,4,1,8
DK15,14933.33333,14541.45333,391.88,391.88,2.694916327,2.694916327,DK,6.8,9,5.2,4,3,6,4,1992,1992,2004,4,1,8
DK16,15600,15896.955,-296.955,296.955,-1.867999249,1.867999249,DK,7.5,5.04,3.8,12,3,6,4,1998,1998,2007,4,1,8
DK17,5245.5,3788.915833,1456.584167,1456.584167,38.44329699,38.44329699,DK,6.8,8,4.366666667,2,3,6,4,1994,1994,2001.5,4,1,8
DK18,18487.14286,18434.51643,52.62642857,52.62642857,0.285477673,0.285477673,DK,5.2,4.5,7.285714286,4,3,6,4,2000,2000,2010,4,1,8
DK19,11105.2,9174.925,1930.275,1930.275,21.0385916,21.0385916,DK,7.5,9.5,4.8,20,3,6,4,1990,1990,2005,4,1,8
DK2,71243.92308,73753.84615,-2509.923077,2509.923077,-3.403108052,3.403108052,DK,7.5,4.3,7.5,8,3,4,4,2002,2002,2010,4,1,8
DK20,11454.33333,11208.71583,245.6175,245.6175,2.191308118,2.191308118,DK,7.5,9.5,4.483333333,20,3,6,4,1990,1990,2002,4,1,8
DK21,7468.791667,5678.256458,1790.535208,1790.535208,31.53318667,31.53318667,DK,6.8,9.2,4.975,7,3,6,4,1989,1989,2000,4,1,8
DK22,4661.2,3528.729,1132.471,1132.471,32.0928867,32.0928867,DK,8.6,9,5.72,3,3,6,4,1985,1985,1997,4,1,8
DK23,37677.25,39013.515,-1336.265,1336.265,-3.425133572,3.425133572,DK,5.4,10.7,5.04,4,3,6,4,1993,1993,1998,4,1,8
DK24,4325,4062.5,262.5,262.5,6.461538462,6.461538462,DK,10.7,9,10.7,8,3,6,4,1985,1985,1993,4,1,8
