InternalProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,ImprovementType,YearForecastProduced,ForecastYear,State,Year_ofObservation,Decade_Count,Decade_ForecastProduced,Decade_Opening,Diff_Year,ForecastHorizon
95132,70105,123500,-53395,53395,-43.23481781,43.23481781,12,2012,2013,OH,2013,6,5,After 2012,1,1
97207,5850,6700,-850,850,-12.68656716,12.68656716,12,2013,2014,OH,2014,6,5,After 2012,1,1
DEIS TH 610/TH 252,48791.66667,29791.66667,19000,19000,63.77622378,63.77622378,12,1981,2000,MN,2000,3,2,1991-2000,19,6
DK1,92953,94216.66667,-1263.666667,1263.666667,-1.341234743,1.341234743,,2003,2010,DK,2010,5,5,2008-2012,7,6
DK10,18800,20596.955,-1796.955,1796.955,-8.724372122,8.724372122,,1998,2010,DK,2007,4,3,2008-2012,12,6
DK11,15300,15696.955,-396.955,396.955,-2.528866267,2.528866267,,1998,2010,DK,2007,4,3,2008-2012,12,6
DK12,16202.5,15500,702.5,702.5,4.532258065,4.532258065,,1998,2010,DK,2010,5,3,2008-2012,12,6
DK13,10757.28571,8932.486429,1824.799286,1824.799286,20.42879438,20.42879438,,1994,1996,DK,1999.857143,3,3,1991-2000,2,2
DK14,9033.333333,13673.77167,-4640.438333,4640.438333,-33.93678384,33.93678384,,1992,1996,DK,2003,4,3,1991-2000,4,4
DK15,14933.33333,14541.45333,391.88,391.88,2.694916327,2.694916327,,1992,1996,DK,2004,4,3,1991-2000,4,4
DK16,15600,15896.955,-296.955,296.955,-1.867999249,1.867999249,,1998,2010,DK,2007,4,3,2008-2012,12,6
DK17,5245.5,3788.915833,1456.584167,1456.584167,38.44329699,38.44329699,,1994,1996,DK,2001.5,3,3,1991-2000,2,2
DK18,18487.14286,18434.51643,52.62642857,52.62642857,0.285477673,0.285477673,,2000,2004,DK,2009.857143,5,3,2002-2008,4,4
DK19,11105.2,9174.925,1930.275,1930.275,21.0385916,21.0385916,,1990,2010,DK,2005,4,2,2008-2012,20,6
DK2,71243.92308,73753.84615,-2509.923077,2509.923077,-3.403108052,3.403108052,,2002,2010,DK,2010,5,5,2008-2012,8,6
DK20,11454.33333,11208.71583,245.6175,245.6175,2.191308118,2.191308118,,1990,2010,DK,2002.166667,4,2,2008-2012,20,6
DK21,7468.791667,5678.256458,1790.535208,1790.535208,31.53318667,31.53318667,,1989,1996,DK,1999.208333,3,2,1991-2000,7,6
DK22,4661.2,3528.729,1132.471,1132.471,32.0928867,32.0928867,,1985,1988,DK,1996.6,3,2,Before 1990,3,3
DK23,37677.25,39013.515,-1336.265,1336.265,-3.425133572,3.425133572,,1993,1997,DK,1998,3,3,1991-2000,4,4
DK24,4325,4062.5,262.5,262.5,6.461538462,6.461538462,,1985,1993,DK,1993,3,2,1991-2000,8,6
DK25,8445.454545,8363.636364,81.81818182,81.81818182,0.97826087,0.97826087,,1980,1992,DK,1992,3,1,1991-2000,12,6
DK26,9615.857143,6133.646429,3482.210714,3482.210714,56.77227657,56.77227657,,1994,1996,DK,2001,3,3,1991-2000,2,2
DK27,4029,6066.666667,-2037.666667,2037.666667,-33.58791209,33.58791209,,1997,2010,DK,2010,5,3,2008-2012,13,6
DK28,5666.666667,4569.711667,1096.955,1096.955,24.00490622,24.00490622,,1979,1985,DK,1988,1,1,Before 1990,6,6
DK29,7750,5302.03,2447.97,2447.97,46.17042906,46.17042906,,1963,1968,DK,1970,1,1,Before 1990,5,5
DK3,15100,14373.4775,726.5225,726.5225,5.054604914,5.054604914,,2002,2010,DK,2008.5,5,5,2008-2012,8,6
DK30,20933.33333,17906.09,3027.243333,3027.243333,16.90622204,16.90622204,,1963,1968,DK,1974,1,1,Before 1990,5,5
DK31,22319,21098.985,1220.015,1220.015,5.782339767,5.782339767,,1963,1980,DK,1979,1,1,Before 1990,17,6
DK32,29547,30598.985,-1051.985,1051.985,-3.437973514,3.437973514,,1963,1980,DK,1979,1,1,Before 1990,17,6
DK4,11915.38462,11574.815,340.5696154,340.5696154,2.942333121,2.942333121,,1997,2010,DK,2007.923077,4,3,2008-2012,13,6
DK45,6400,6254.06,145.94,145.94,2.333524143,2.333524143,,1980,1981,DK,1985,1,1,Before 1990,1,1
DK46,12800,12503.045,296.955,296.955,2.375061435,2.375061435,,1980,1981,DK,1984,1,1,Before 1990,1,1
DK47,6306,5402.03,903.97,903.97,16.73389448,16.73389448,,1980,1981,DK,1983,1,1,Before 1990,1,1
DK48,7300,5559.135,1740.865,1740.865,31.31539349,31.31539349,,1981,1984,DK,1993,3,2,Before 1990,3,3
DK49,3660,2317.255,1342.745,1342.745,57.94550017,57.94550017,,1981,1984,DK,2001,3,2,Before 1990,3,3
DK5,8400,9648.985,-1248.985,1248.985,-12.94421123,12.94421123,,1997,2010,DK,2009,5,3,2008-2012,13,6
DK50,6200,7006.09,-806.09,806.09,-11.50556159,11.50556159,,1980,1981,DK,1987,1,1,Before 1990,1,1
DK51,2700,1304.06,1395.94,1395.94,107.0456881,107.0456881,,1981,1984,DK,1988,1,2,Before 1990,3,3
DK52,7697.5,5616.24,2081.26,2081.26,37.05788926,37.05788926,,1980,1981,DK,1997,3,1,Before 1990,1,1
DK53,15395,11217.255,4177.745,4177.745,37.24391574,37.24391574,,1980,1981,DK,1998,3,1,Before 1990,1,1
DK54,14731,10013.195,4717.805,4717.805,47.1158806,47.1158806,,1980,1981,DK,1994,3,1,Before 1990,1,1
DK55,13458,7014.21,6443.79,6443.79,91.86765152,91.86765152,,1980,1981,DK,1995,3,1,Before 1990,1,1
DK56,24430.5,15012.18,9418.32,9418.32,62.73785686,62.73785686,,1981,1981,DK,1993,3,2,Before 1990,0,0
DK57,4350,3505.075,844.925,844.925,24.10576093,24.10576093,,1980,1981,DK,1986,1,1,Before 1990,1,1
DK58,3900,5406.09,-1506.09,1506.09,-27.85913664,27.85913664,,1980,1981,DK,1987,1,1,Before 1990,1,1
DK59,8000,6004.06,1995.94,1995.94,33.24317212,33.24317212,,1980,1981,DK,1985,1,1,Before 1990,1,1
DK6,8824.75,6035.40375,2789.34625,2789.34625,46.21639853,46.21639853,,1995,1996,DK,2006.25,4,3,1991-2000,1,1
DK60,2100,2003.045,96.955,96.955,4.840380521,4.840380521,,1980,1981,DK,1984,1,1,Before 1990,1,1
DK61,3310,2003.045,1306.955,1306.955,65.2484093,65.2484093,,1980,1981,DK,1984,1,1,Before 1990,1,1
DK62,3400,4005.075,-605.075,605.075,-15.1077071,15.1077071,,1980,1981,DK,1986,1,1,Before 1990,1,1
DK63,24600,20007.105,4592.895,4592.895,22.95631977,22.95631977,,1980,1981,DK,1988,1,1,Before 1990,1,1
DK64,12200,8013.195,4186.805,4186.805,52.2488845,52.2488845,,1981,1984,DK,1997,3,2,Before 1990,3,3
DK65,3800,3003.045,796.955,796.955,26.53823036,26.53823036,,1980,1981,DK,1984,1,1,Before 1990,1,1
DK66,4100,3013.195,1086.805,1086.805,36.0681934,36.0681934,,1980,1981,DK,1994,3,1,Before 1990,1,1
DK67,16000,11508.12,4491.88,4491.88,39.03226591,39.03226591,,1980,1981,DK,1989,1,1,Before 1990,1,1
DK68,14350,12009.135,2340.865,2340.865,19.49236977,19.49236977,,1980,1981,DK,1990,1,1,Before 1990,1,1
DK69,8200,4304.06,3895.94,3895.94,90.51779018,90.51779018,,1981,1984,DK,1988,1,2,Before 1990,3,3
DK7,3600,4496.955,-896.955,896.955,-19.94583001,19.94583001,,2001,2010,DK,2007,4,5,2008-2012,9,6
DK70,1700,1004.06,695.94,695.94,69.31259088,69.31259088,,1981,1984,DK,1988,1,2,Before 1990,3,3
DK71,8600,5506.09,3093.91,3093.91,56.19069067,56.19069067,,1981,1984,DK,1990,1,2,Before 1990,3,3
DK72,6900,6506.09,393.91,393.91,6.054481263,6.054481263,,1981,1984,DK,1990,1,2,Before 1990,3,3
DK73,4400,4104.06,295.94,295.94,7.210908223,7.210908223,,1980,1981,DK,1985,1,1,Before 1990,1,1
DK8,4400,3505.751667,894.2483333,894.2483333,25.50803418,25.50803418,,1995,1996,DK,2001.666667,3,3,1991-2000,1,1
DK9,4556,4852.03,-296.03,296.03,-6.10115766,6.10115766,,1992,1996,DK,1998,3,3,1991-2000,4,4
FEIS I35E,47071.42857,29857.14286,17214.28571,17214.28571,57.65550239,57.65550239,12,1982,2006,MN,2006,4,2,2002-2008,24,6
FEIS New U.S. Hwy 10,31583.33333,25558.33333,6025,6025,23.57352462,23.57352462,12,1987,2000,MN,2000,3,2,1991-2000,13,6
FEIS TH 3,15133.33333,10605,4528.333333,4528.333333,42.69998428,42.69998428,12,1987,1996.666667,MN,1996.666667,3,2,1991-2000,9.666666667,6
FEIS TH 77/I-494,53996.52778,61522.22222,-7525.694444,7525.694444,-12.23248149,12.23248149,12,1987,1997.5,MN,1997.5,3,2,1991-2000,10.5,6
FEIS US-12/I-394,37455.68182,26385.45455,11070.22727,11070.22727,41.9557952,41.9557952,12,1982,2000,MN,2000,3,2,1991-2000,18,6
MADD,85708.33333,91400,-5691.666667,5691.666667,-6.227206419,6.227206419,8,1987,2010,MA,2010,5,2,2008-2012,23,6
NO1,728,483.045,244.955,244.955,50.71059632,50.71059632,,2001,2007,NO,2010,5,5,2002-2008,6,6
NO10,49500,46806.09,2693.91,2693.91,5.755469,5.755469,,1994,2005,NO,2011,5,3,2002-2008,11,6
NO11,2500,763.12,1736.88,1736.88,227.6024741,227.6024741,,1994,2002,NO,2010,5,3,2001-2002,8,6
NO12,3986,4194.925,-208.925,208.925,-4.980422773,4.980422773,,1994,2005,NO,2000,3,3,2002-2008,11,6
NO13,67000,88900,-21900,21900,-24.6344207,24.6344207,,1998,2010,NO,2010,5,3,2008-2012,12,6
NO14,5023,5694.925,-671.925,671.925,-11.79866284,11.79866284,,1998,2015,NO,2010,5,3,After 2012,17,6
NO15,12752,11401.015,1350.985,1350.985,11.84969058,11.84969058,,2004,2009,NO,2010,5,5,2008-2012,5,5
NO2,8322,8797.97,-475.97,475.97,-5.409997988,5.409997988,,1997,2010,NO,2008,4,3,2008-2012,13,6
NO21,6470,2010.15,4459.85,4459.85,221.8665274,221.8665274,,1993,2001,NO,2011,5,3,2001-2002,8,6
NO22,1000,905.075,94.925,94.925,10.4880811,10.4880811,,2000,2006,NO,2011,5,3,2002-2008,6,6
NO7,26700,35001.015,-8301.015,8301.015,-23.71649794,23.71649794,,2004,2010,NO,2011,5,5,2008-2012,6,6
NO8,10901,10128.985,772.015,772.015,7.621839701,7.621839701,,1998,2012,NO,2011,5,3,2008-2012,14,6
NO9,1486,1360.075,125.925,125.925,9.258680587,9.258680587,,1994,2003,NO,2008,4,3,2002-2008,9,6
PSU 3203A,10050,4828.75,5221.25,5221.25,108.1283976,108.1283976,12,1962,1982,MN,1982,1,1,Before 1990,20,6
PSU 3203B,12087.5,7612.5,4475,4475,58.78489327,58.78489327,12,1962,1982,MN,1982,1,1,Before 1990,20,6
SE1,22343.33333,27564.63667,-5221.303333,5221.303333,-18.94203576,18.94203576,,1999,2010,SE,2008,4,3,2008-2012,11,6
SE10,6520,6981.97,-461.97,461.97,-6.616613936,6.616613936,,2003,2010,SE,2008,4,5,2008-2012,7,6
SE2,16176.66667,23000,-6823.333333,6823.333333,-29.66666667,29.66666667,,2002,2008,SE,2008,4,5,2002-2008,6,6
SE4,14900,15498.985,-598.985,598.985,-3.864672429,3.864672429,,2003,2010,SE,2009,5,5,2008-2012,7,6
SE5,59525,61501.015,-1976.015,1976.015,-3.212979493,3.212979493,,1995,2005,SE,2006,4,3,2002-2008,10,6
SE6,11990,12469.06,-479.06,479.06,-3.841989693,3.841989693,,1999,2005,SE,2009,5,3,2002-2008,6,6
SE7,5320,5634,-314,314,-5.573304934,5.573304934,,2003,2010,SE,2010,5,5,2008-2012,7,6
SE8,7590,8108,-518,518,-6.38875185,6.38875185,,2003,2010,SE,2010,5,5,2008-2012,7,6
SE9,14636.66667,12765,1871.666667,1871.666667,14.66248858,14.66248858,,2002,2010,SE,2010,5,5,2008-2012,8,6
SPAR-202,32000,22000,10000,10000,45.45454545,45.45454545,12,1978,2000,MN,2000,3,1,1991-2000,22,6
SPAR-202A,52916.66667,33245.83333,19670.83333,19670.83333,59.16781552,59.16781552,12,1978,2000,MN,2000,3,1,1991-2000,22,6
SPAR-208,15750,17483.33333,-1733.333333,1733.333333,-9.914204004,9.914204004,12,1978,2002,MN,2002,3,1,2001-2002,24,6
SPAR-208A,18500,17833.33333,666.6666667,666.6666667,3.738317757,3.738317757,12,1979,2002,MN,2002,3,1,2001-2002,23,6
SPAR-210,41500,29305,12195,12195,41.61405903,41.61405903,12,1978,2003,MN,2003,4,1,2002-2008,25,6
SPAR-215,52125,40625,11500,11500,28.30769231,28.30769231,12,1979,2003,MN,2003,4,1,2002-2008,24,6
SPAR-220,12925,11343.75,1581.25,1581.25,13.93939394,13.93939394,12,1978,2002,MN,2002,3,1,2001-2002,24,6
SPAR-224,37178.57143,22928.57143,14250,14250,62.14953271,62.14953271,12,1979,2000,MN,2000,3,1,1991-2000,21,6
SPAR-227,66187.5,42862.5,23325,23325,54.41819773,54.41819773,12,1979,2002,MN,2002,3,1,2001-2002,23,6
SPAR-246,47000,19000,28000,28000,147.3684211,147.3684211,12,1980,2003,MN,2003,4,1,2002-2008,23,6
SPARS 15,18750,20450,-1700,1700,-8.312958435,8.312958435,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 16,7312.5,11300,-3987.5,3987.5,-35.28761062,35.28761062,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 17,6422.222222,6611.111111,-188.8888889,188.8888889,-2.857142857,2.857142857,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 18,9841.666667,14400,-4558.333333,4558.333333,-31.65509259,31.65509259,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 19,16025,29850,-13825,13825,-46.31490787,46.31490787,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 2,8862.5,13900,-5037.5,5037.5,-36.24100719,36.24100719,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 2A,8862.5,17250,-8387.5,8387.5,-48.62318841,48.62318841,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 3,4887.5,8366.666667,-3479.166667,3479.166667,-41.58366534,41.58366534,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 32,5983.333333,12566.66667,-6583.333333,6583.333333,-52.3872679,52.3872679,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 33,31075,23365,7710,7710,32.99807404,32.99807404,12,1970,1990,MN,1990,1,1,Before 1990,20,6
SPARS 37,21987.5,16825,5162.5,5162.5,30.68350669,30.68350669,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 4,16972.91667,24791.66667,-7818.75,7818.75,-31.53781513,31.53781513,12,1970,1985,MN,1985,1,1,Before 1990,15,6
SPARS 45,20041.66667,17333.33333,2708.333333,2708.333333,15.625,15.625,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 48,7566.666667,7466.666667,100,100,1.339285714,1.339285714,12,1971,1990,MN,1990,1,1,Before 1990,19,6
SPARS 49,15825,17900,-2075,2075,-11.59217877,11.59217877,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 53,21000,29170,-8170,8170,-28.00822763,28.00822763,12,1971,1990,MN,1990,1,1,Before 1990,19,6
SPARS 60,11436.11111,19088.88889,-7652.777778,7652.777778,-40.09022119,40.09022119,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 61,16203.9,18157.5,-1953.6,1953.6,-10.75919042,10.75919042,12,1971,1980,MN,1980,1,1,Before 1990,9,6
SPARS 65,15840,18980,-3140,3140,-16.54373024,16.54373024,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 69,31240,27700,3540,3540,12.77978339,12.77978339,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 72,36529.16667,31633.33333,4895.833333,4895.833333,15.4768177,15.4768177,12,1971,1985,MN,1985,1,1,Before 1990,14,6
SPARS 73,18600,19850,-1250,1250,-6.297229219,6.297229219,12,1972,1985,MN,1985,1,1,Before 1990,13,6
SPARS 75,8428.333333,8950,-521.6666667,521.6666667,-5.82867784,5.82867784,12,1972,1985,MN,1985,1,1,Before 1990,13,6
SPARS 75A,3897.157895,9105.263158,-5208.105263,5208.105263,-57.19884393,57.19884393,12,1974,1985,MN,1985,1,1,Before 1990,11,6
SPARS 77,1158.333333,3210,-2051.666667,2051.666667,-63.91484943,63.91484943,12,1972,1992,MN,1992,3,1,1991-2000,20,6
SPARS 78,9287.5,41400,-32112.5,32112.5,-77.56642512,77.56642512,12,1972,1985,MN,1985,1,1,Before 1990,13,6
TA-M207A,24250,17000,7250,7250,42.64705882,42.64705882,12,1978,2003,MN,2003,4,1,2002-2008,25,6
TA-M238,81809.52381,56728.57143,25080.95238,25080.95238,44.21220515,44.21220515,12,1979,2000,MN,2000,3,1,1991-2000,21,6
TA-M240,6033.333333,5050,983.3333333,983.3333333,19.47194719,19.47194719,12,1980,2000,MN,2000,3,1,1991-2000,20,6
TA-M242,7223.529412,10011.76471,-2788.235294,2788.235294,-27.84958872,27.84958872,12,1980,2005,MN,2005,4,1,2002-2008,25,6
TA-M245,4250,5750,-1500,1500,-26.08695652,26.08695652,12,1980,2003,MN,2003,4,1,2002-2008,23,6
TA-M253,18600,10312,8288,8288,80.37238169,80.37238169,12,1980,2000,MN,2000,3,1,1991-2000,20,6
TA-M253 Distributor Addendum,6100,4177,1923,1923,46.03782619,46.03782619,12,1982,2000,MN,2000,3,2,1991-2000,18,6
TA-M255A,19416.66667,22316.66667,-2900,2900,-12.99477222,12.99477222,12,1982,2004,MN,2004,4,2,2002-2008,22,6
TA-M286,27140,21900,5240,5240,23.92694064,23.92694064,12,1981,2005,MN,2005,4,2,2002-2008,24,6
TA-M289A,28562.5,18525,10037.5,10037.5,54.18353576,54.18353576,12,1983,2005,MN,2005,4,2,2002-2008,22,6
TA-M292,54835.48387,38362.90323,16472.58065,16472.58065,42.93882699,42.93882699,12,1983,2000,MN,2000,3,2,1991-2000,17,6
TA-M296A,36562.5,33650,2912.5,2912.5,8.655274889,8.655274889,12,1983,2006,MN,2006,4,2,2002-2008,23,6
TA-M298,7775,6233.333333,1541.666667,1541.666667,24.73262032,24.73262032,12,1983,1993.666667,MN,1993.666667,3,2,1991-2000,10.66666667,6
TA-M299,24400,27908.5,-3508.5,3508.5,-12.57143881,12.57143881,12,1983,2008,MN,2008,4,2,2002-2008,25,6
TA-M300,8666.666667,5760,2906.666667,2906.666667,50.46296296,50.46296296,12,1983,2008,MN,2008,4,2,2002-2008,25,6
TA-M301,13000,9150,3850,3850,42.07650273,42.07650273,12,1983,2008,MN,2008,4,2,2002-2008,25,6
TA-M302,14500,18252.5,-3752.5,3752.5,-20.55882756,20.55882756,12,1983,2005,MN,2005,4,2,2002-2008,22,6
TA-M304,51142.85714,48585.71429,2557.142857,2557.142857,5.263157895,5.263157895,12,1984,2008,MN,2008,4,2,2002-2008,24,6
TA-M308,15500,11433.33333,4066.666667,4066.666667,35.56851312,35.56851312,12,1984,2000,MN,2000,3,2,1991-2000,16,6
TA-M311,5092.857143,8071.428571,-2978.571429,2978.571429,-36.90265487,36.90265487,12,1984,2000,MN,2000,3,2,1991-2000,16,6
TA-M326,3721.875,2518.75,1203.125,1203.125,47.76674938,47.76674938,12,1985,2000,MN,2000,3,2,1991-2000,15,6
TA-M329,25225,26040,-815,815,-3.129800307,3.129800307,12,1985,2000,MN,2000,3,2,1991-2000,15,6
TA-M335,7850,3600,4250,4250,118.0555556,118.0555556,12,1985,2003,MN,2003,4,2,2002-2008,18,6
TA-M336,54571.42857,42457.14286,12114.28571,12114.28571,28.53297443,28.53297443,12,1985,2000,MN,2000,3,2,1991-2000,15,6
TA-M337,29083.33333,30918.75,-1835.416667,1835.416667,-5.936257665,5.936257665,12,1986,2000,MN,2000,3,2,1991-2000,14,6
TA-M343,7466.666667,9433.333333,-1966.666667,1966.666667,-20.84805654,20.84805654,12,1986,2000,MN,2000,3,2,1991-2000,14,6
TA-M345,16041.66667,19458.33333,-3416.666667,3416.666667,-17.55888651,17.55888651,12,1986,2000,MN,2000,3,2,1991-2000,14,6
TA-M346,12687.5,10325,2362.5,2362.5,22.88135593,22.88135593,12,1986,2000,MN,2000,3,2,1991-2000,14,6
TA-M358,41600,38240,3360,3360,8.786610879,8.786610879,12,1987,2002,MN,2002,3,2,2001-2002,15,6
TA-M372B,8433.333333,8525,-91.66666667,91.66666667,-1.075268817,1.075268817,12,1991,2010,MN,2010,5,3,2008-2012,19,6
TAS 3065A-14,27546.42857,27285.71429,260.7142857,260.7142857,0.955497382,0.955497382,12,1969,1985,MN,1985,1,1,Before 1990,16,6
TAS 3066A-14,42871.42857,47985.71429,-5114.285714,5114.285714,-10.65793391,10.65793391,12,1969,1985,MN,1985,1,1,Before 1990,16,6
TAS 3074B,11125,17501.625,-6376.625,6376.625,-36.43447394,36.43447394,12,1967,1990,MN,1990,1,1,Before 1990,23,6
TAS 3074C-14,9750,9100,650,650,7.142857143,7.142857143,12,1968,1985,MN,1985,1,1,Before 1990,17,6
TAS 3080,14487.5,15500,-1012.5,1012.5,-6.532258065,6.532258065,12,1967,1986,MN,1986,1,1,Before 1990,19,6
TAS 3081,11260,12480,-1220,1220,-9.775641026,9.775641026,12,1967,1985,MN,1985,1,1,Before 1990,18,6
TAS 3081A-14,17083.33333,14216.66667,2866.666667,2866.666667,20.16412661,20.16412661,12,1968,1990,MN,1990,1,1,Before 1990,22,6
TAS3081B-14,17812.5,15600,2212.5,2212.5,14.18269231,14.18269231,12,1969,1990,MN,1990,1,1,Before 1990,21,6
TAS3082-14,28671.42857,39785.71429,-11114.28571,11114.28571,-27.93536804,27.93536804,12,1968,1985,MN,1985,1,1,Before 1990,17,6
TAS3084-14,20375,16200,4175,4175,25.77160494,25.77160494,12,1968,1985,MN,1985,1,1,Before 1990,17,6
TAS3085-14,7575,6812.5,762.5,762.5,11.19266055,11.19266055,12,1968,1985,MN,1985,1,1,Before 1990,17,6
TAU 3061A,18437.5,16900,1537.5,1537.5,9.097633136,9.097633136,12,1965,1986,MN,1986,1,1,Before 1990,21,6
TAU 3065,19575,14010.66667,5564.333333,5564.333333,39.71497906,39.71497906,12,1963,1983,MN,1983,1,1,Before 1990,20,6
TAU 3069,56583.33333,51976,4607.333333,4607.333333,8.864347648,8.864347648,12,1964,1984,MN,1984,1,1,Before 1990,20,6
TAU 3073,11831.25,13225,-1393.75,1393.75,-10.53875236,10.53875236,12,1964,1985,MN,1985,1,1,Before 1990,21,6
TAU 3073A,6991.666667,5000,1991.666667,1991.666667,39.83333333,39.83333333,12,1966,1985,MN,1985,1,1,Before 1990,19,6
TAU 3074,3250,5160,-1910,1910,-37.01550388,37.01550388,12,1964,1986,MN,1986,1,1,Before 1990,22,6
TAU 3074A,11350,11525,-175,175,-1.518438178,1.518438178,12,1965,1988,MN,1988,1,1,Before 1990,23,6
TAU 3075,6000,2600,3400,3400,130.7692308,130.7692308,12,1964,1984,MN,1984,1,1,Before 1990,20,6
TAU 3076,8287.5,8495,-207.5,207.5,-2.442613302,2.442613302,12,1964,1980,MN,1980,1,1,Before 1990,16,6
TAU 3078,23166.66667,20716.66667,2450,2450,11.82622687,11.82622687,12,1965,1986,MN,1986,1,1,Before 1990,21,6
TAU 3451A,22291.66667,20233.33333,2058.333333,2058.333333,10.17298188,10.17298188,12,1964,1989,MN,1989,1,1,Before 1990,25,6
TAU 3451B,21000,16116.66667,4883.333333,4883.333333,30.29989659,30.29989659,12,1964,1989,MN,1989,1,1,Before 1990,25,6
TAU3204A,1716.666667,910,806.6666667,806.6666667,88.64468864,88.64468864,12,1964,1988,MN,1988,1,1,Before 1990,24,6
UKA34/M4 Chieveley Improvement,13345.45455,12481.81818,863.6363636,863.6363636,6.919155135,6.919155135,,1994,2005,UK,2005,4,3,2002-2008,11,6
UKAlvaston Bypass,17525,15952.03,1572.97,1572.97,9.860625889,9.860625889,,1999,2003,UK,2005,4,3,2002-2008,4,4
UKAston Clinton Bypass,16050,18800,-2750,2750,-14.62765957,14.62765957,,1995,2009,UK,2009,5,3,2008-2012,14,6
UKAttleborough Bypass,9950,10045.83333,-95.83333333,95.83333333,-0.953961012,0.953961012,,2004,2007,UK,2007,4,5,2002-2008,3,3
"UKBasford, Hough, Shavington Bypass",15857.14286,13785.71429,2071.428571,2071.428571,15.02590674,15.02590674,,2000,2008,UK,2008,4,3,2002-2008,8,6
UKBean - Cobham,112399.7143,113419.4286,-1019.714286,1019.714286,-0.899064912,0.899064912,,2001,2006,UK,2006,4,5,2002-2008,5,5
UKCommonhead Junction,25166,27984.75,-2818.75,2818.75,-10.07245017,10.07245017,,1999,2008,UK,2008,4,3,2002-2008,9,6
UKFerrybridge to Hook Moor,36608.15385,39870.07692,-3261.923077,3261.923077,-8.181381449,8.181381449,,1992,2007,UK,2007,4,3,2002-2008,15,6
UKGreat Barford Bypass,11179,9435.363333,1743.636667,1743.636667,18.47980417,18.47980417,,2002,2005,UK,2007,4,5,2002-2008,3,3
UKGreta Bridge - Stephen Bank Improvement,8275,7890.545,384.455,384.455,4.872350389,4.872350389,,2003,2006,UK,2009,5,5,2002-2008,3,3
UKHedon Road Improvement,31450,28550,2900,2900,10.15761821,10.15761821,,1993,2004,UK,2004,4,3,2002-2008,11,6
UKIwade Queenborough Improvement,14900,15300,-400,400,-2.614379085,2.614379085,,1997,2007,UK,2007,4,3,2002-2008,10,6
UKJunction 12-15 Widening,80850,79666.66667,1183.333333,1183.333333,1.485355649,1.485355649,,1996,2006,UK,2006,4,3,2002-2008,10,6
UKJunction 18 Easbound Diverge,43600,50600,-7000,7000,-13.83399209,13.83399209,,2004,2006,UK,2006,4,5,2002-2008,2,2
UKJunction 31-32 Widening,65466,73080.015,-7614.015,7614.015,-10.4187376,10.4187376,,1994,2007,UK,2008,4,3,2002-2008,13,6
UKJunction 4 and Handy Cross Junction,17381.25,16031.25,1350,1350,8.421052632,8.421052632,,2004,2008,UK,2008,4,5,2002-2008,4,4
UKJunctions 5 - 8 Widenning,84666.66667,99333.33333,-14666.66667,14666.66667,-14.76510067,14.76510067,,1997,2007,UK,2007,4,3,2002-2008,10,6
UKLamberhurst Bypass,9000,10041.66667,-1041.666667,1041.666667,-10.37344398,10.37344398,,1998,2006,UK,2006,4,3,2002-2008,8,6
UKMelton GSJ,11126.9,14375,-3248.1,3248.1,-22.59547826,22.59547826,,1998,2006,UK,2006,4,3,2002-2008,8,6
UKMerrymeet Bypass,26950,23856.03,3093.97,3093.97,12.9693415,12.9693415,,2004,2006,UK,2008,4,5,2002-2008,2,2
UKNesscliffe Bypass,10370,8556.09,1813.91,1813.91,21.20022113,21.20022113,,1994,1998,UK,2004,4,3,1991-2000,4,4
UKNewark - Lincoln Improvements,26306.5,17496,8810.5,8810.5,50.35722451,50.35722451,,1998,2004,UK,2004,4,3,2002-2008,6,6
UKNewbury Bypass,24070.66667,18608.5,5462.166667,5462.166667,29.35307342,29.35307342,,1992,1999,UK,1999,3,3,1991-2000,7,6
UKPolegate Bypass,20433.33333,22192.895,-1759.561667,1759.561667,-7.928490928,7.928490928,,1991,2010,UK,2003,4,3,2008-2012,19,6
UKRoudham Heath - Attleborough,11500,7670.62,3829.38,3829.38,49.92269204,49.92269204,,1991,1996,UK,2004,4,3,1991-2000,5,5
UKThorney Bypass,7700,7904,-204,204,-2.58097166,2.58097166,,2002,2007,UK,2007,4,5,2002-2008,5,5
UKToll,56253.84615,69323.07692,-13069.23077,13069.23077,-18.85264092,18.85264092,,2003,2011,UK,2011,5,5,2008-2012,8,6
